120 7000
66 77 17
79 116 44
50 99 32
85 55 30
82 85 29
88 27 46
44 16 12
36 58 19
23 34 4
82 46 37
52 70 2
66 65 47
58 47 40
68 2 19
4 67 5
100 42 12
66 81 28
24 6 26
8 25 36
13 93 44
57 22 20
77 86 36
44 103 21
77 25 26
31 61 12
103 40 4
60 113 18
85 36 30
1 81 43
14 65 47
61 87 26
24 10 37
28 102 25
15 57 11
107 102 5
62 21 49
4 109 15
18 35 45
80 5 25
98 52 46
81 80 24
109 1 31
42 14 45
31 100 17
53 38 36
82 29 2
45 41 28
56 49 18
57 66 39
94 37 46
116 27 26
45 56 43
17 37 39
86 72 50
95 105 5
100 87 10
28 60 41
2 17 1
43 52 21
115 55 17
12 101 42
14 53 26
2 66 14
86 111 18
7 9 27
81 68 3
59 10 6
59 115 22
15 79 25
46 28 11
83 57 23
58 50 17
120 70 27
88 23 20
94 87 1
99 107 32
54 81 12
69 16 10
23 93 34
31 7 44
37 44 9
16 14 41
88 34 34
69 9 7
77 47 16
63 52 28
13 112 2
17 22 13
84 44 30
53 98 12
39 22 42
16 7 38
114 94 18
69 46 10
48 64 2
65 53 1
15 79 38
12 67 3
120 111 41
15 40 46
19 65 44
4 114 38
37 16 4
51 74 48
59 5 25
97 50 12
16 11 49
95 97 32
97 34 4
91 30 37
55 57 49
48 53 1
54 76 31
52 36 2
56 54 41
13 54 10
45 40 7
107 88 28
15 62 47
19 5 6
42 100 33
98 93 35
44 30 2
14 101 42
49 75 26
74 76 45
68 16 9
109 105 2
89 112 8
22 5 7
93 1 20
112 78 8
19 120 50
54 110 42
33 113 22
14 10 45
62 5 39
40 51 12
118 102 38
19 27 7
85 18 31
4 12 16
55 20 8
96 16 2
60 43 14
90 118 28
42 32 33
49 72 34
85 87 23
52 61 21
120 61 7
48 67 16
44 6 8
89 73 29
96 81 23
109 107 24
79 35 15
76 5 31
113 33 16
72 79 12
44 120 29
71 114 2
62 65 39
39 30 26
48 104 19
78 112 43
67 59 17
31 51 8
64 32 38
39 25 32
106 68 48
6 72 20
32 39 38
5 99 5
104 64 22
2 87 7
3 63 27
97 104 48
12 31 38
47 105 28
96 41 21
116 81 34
38 29 12
55 3 30
36 20 50
114 85 11
28 99 37
96 94 32
80 44 34
28 57 40
26 103 14
104 45 22
71 79 34
109 7 48
97 44 10
6 90 23
92 95 40
79 50 26
24 110 2
57 12 5
73 52 50
63 93 13
4 112 47
81 116 4
54 120 8
95 60 20
84 106 37
54 55 27
92 25 38
35 29 41
36 65 48
50 13 18
107 112 26
107 45 36
44 32 9
19 111 43
46 102 41
74 63 40
79 45 45
86 5 23
48 112 3
74 120 22
1 96 34
16 108 13
86 103 36
77 44 28
81 69 26
115 35 38
4 40 12
56 26 10
40 71 9
116 27 2
80 13 13
111 22 50
9 15 14
56 19 7
23 34 6
20 103 20
30 118 50
76 114 16
4 26 6
29 94 15
67 57 50
10 45 8
33 99 34
7 75 7
101 14 17
33 31 21
44 77 7
117 3 35
105 12 22
85 96 19
52 70 17
33 1 34
69 118 34
4 44 36
103 69 10
109 93 36
72 107 21
92 79 17
110 51 43
78 89 50
95 87 17
57 27 49
16 45 40
105 76 20
109 63 22
73 16 48
101 92 34
60 89 26
76 2 30
115 43 9
32 86 30
7 2 13
47 119 18
22 112 12
3 88 31
118 93 6
20 44 45
5 25 3
84 67 30
59 2 26
19 61 22
57 91 47
18 2 4
120 97 11
75 109 17
50 102 11
77 40 2
19 114 33
83 22 31
99 76 11
48 83 41
68 88 33
110 78 14
96 20 30
29 116 5
27 43 28
32 89 48
35 23 39
120 69 33
102 119 5
31 90 44
4 8 45
57 89 14
26 79 18
67 97 30
69 34 2
104 68 37
79 20 30
17 98 10
34 86 13
81 49 5
118 103 10
75 44 22
114 29 12
116 101 30
98 93 24
101 100 5
102 60 17
119 83 41
49 75 15
83 109 26
53 37 17
66 40 34
19 37 41
66 56 15
23 62 39
101 12 13
61 32 13
97 105 7
98 39 30
117 33 20
53 102 38
43 58 5
18 50 47
47 83 3
103 119 48
70 95 32
80 70 50
37 69 30
3 87 10
12 120 2
54 57 33
66 82 44
33 36 33
51 82 8
3 38 10
60 51 15
29 4 32
95 107 38
28 5 28
72 34 29
17 32 32
66 109 39
77 60 40
86 112 45
29 57 43
57 18 42
14 79 2
115 83 39
85 11 30
103 17 50
64 29 22
25 5 40
9 49 43
2 113 49
67 10 6
24 102 33
72 114 35
100 29 5
27 5 17
119 34 3
16 98 22
35 42 10
120 88 4
56 23 22
45 111 36
80 112 36
32 27 30
18 46 8
43 73 16
111 32 1
95 35 3
74 31 7
4 22 22
101 79 42
69 51 48
5 15 13
112 3 27
109 7 37
70 64 48
19 33 15
71 53 7
84 77 22
101 71 43
65 111 50
82 60 1
6 102 22
84 12 41
75 39 13
92 46 29
18 113 11
22 75 13
8 74 38
55 97 44
27 98 49
84 7 47
100 80 40
51 62 38
15 107 36
1 66 23
47 54 41
99 74 33
61 47 13
105 99 48
120 14 44
33 25 4
87 10 30
91 116 40
2 98 36
30 59 35
114 108 10
118 18 21
83 1 13
47 28 25
10 18 26
118 75 3
103 96 22
84 113 42
108 102 31
60 54 5
11 103 50
25 77 9
91 85 30
11 87 42
68 14 44
120 101 26
95 49 48
17 38 27
45 31 15
14 85 34
36 116 15
102 62 37
111 114 42
36 58 10
110 75 26
63 76 24
47 81 49
70 116 25
89 118 18
6 119 42
8 109 21
106 83 37
99 62 49
26 60 49
101 40 22
94 19 34
8 25 27
106 99 18
87 116 38
12 15 4
109 87 5
53 92 21
110 22 28
32 113 18
102 66 21
38 95 47
9 75 30
93 68 23
49 39 22
28 42 2
102 4 45
36 115 5
70 74 41
81 80 15
120 6 7
21 93 38
8 92 30
118 28 38
63 30 42
60 90 38
93 14 29
37 101 23
100 53 3
92 94 21
47 8 18
5 48 3
114 49 48
56 63 28
15 76 28
6 82 1
5 51 45
100 65 13
100 106 14
97 35 29
64 50 28
73 9 34
57 115 43
69 118 36
43 113 22
77 13 33
57 13 32
39 46 27
44 11 35
116 12 15
38 103 42
31 102 30
99 42 2
56 7 25
108 94 7
55 70 20
11 41 19
12 91 25
77 59 41
41 104 39
2 119 16
60 48 27
82 100 7
102 17 10
99 107 23
46 82 9
76 97 40
32 98 42
40 100 41
79 120 21
95 74 26
77 5 47
75 48 9
88 91 37
37 39 43
2 100 16
50 95 10
43 59 41
90 17 5
2 54 21
99 65 12
37 28 5
13 112 6
12 81 50
95 90 20
7 92 42
39 114 49
67 90 29
101 115 9
45 71 21
100 112 33
31 112 47
41 61 8
8 35 6
103 94 44
62 93 22
89 97 14
37 50 6
53 76 11
5 103 35
110 47 19
17 79 12
95 115 26
96 49 49
21 46 5
28 86 6
93 77 6
92 80 44
106 39 22
14 6 38
54 4 24
111 119 40
41 19 24
32 44 10
2 120 41
67 119 46
25 5 29
115 63 49
21 53 21
99 108 48
74 60 41
12 55 23
117 44 9
69 67 32
48 47 28
75 66 1
62 81 38
97 63 25
16 98 11
72 75 32
71 75 1
60 46 23
13 60 47
63 13 49
45 5 43
89 20 22
100 120 4
25 104 21
66 104 47
107 118 8
35 56 18
69 109 42
76 5 35
1 83 3
88 67 15
85 41 32
20 89 47
79 69 17
97 62 42
10 77 3
103 37 7
28 20 28
4 14 42
118 78 48
35 76 10
91 109 13
77 33 43
116 77 27
9 14 37
35 14 34
94 36 1
83 108 7
119 21 12
63 108 6
46 72 19
17 4 42
28 69 41
26 115 15
78 1 7
97 85 39
105 74 44
113 16 29
20 28 50
78 77 2
38 71 13
17 48 4
48 23 47
16 93 43
19 6 35
71 48 15
37 65 6
58 25 19
63 73 25
11 85 22
119 104 23
46 72 32
23 49 23
38 40 3
75 110 16
26 96 15
23 7 26
91 2 21
108 75 38
70 3 16
119 81 12
77 22 18
98 77 16
113 15 46
80 115 39
77 114 21
83 84 13
53 28 12
3 13 48
26 91 21
82 2 11
87 3 29
79 26 23
86 66 24
118 52 21
13 101 23
9 46 15
67 57 28
29 30 8
55 115 49
36 63 6
100 98 45
76 87 49
51 80 43
5 56 15
29 118 13
28 68 7
111 105 39
32 91 19
2 81 47
65 110 18
88 119 42
94 100 25
115 62 24
56 72 9
107 40 46
115 42 45
1 53 45
99 87 44
73 63 17
110 29 33
66 12 42
69 100 35
11 54 1
48 80 31
34 44 35
118 58 27
26 83 48
76 33 31
41 16 23
63 113 42
68 20 15
33 38 28
120 40 7
110 19 1
60 52 14
120 116 2
21 69 33
65 98 34
104 46 14
96 63 28
90 104 44
15 22 23
79 48 13
72 112 19
97 86 40
97 3 42
82 26 47
85 54 26
71 12 13
88 42 13
29 10 38
34 36 49
44 68 19
11 83 18
10 79 23
105 19 42
56 32 20
9 5 43
16 45 44
37 39 32
104 36 19
1 4 7
110 120 2
43 101 27
113 14 38
15 79 18
4 57 36
44 114 27
92 67 24
103 92 11
98 68 9
115 119 8
34 110 11
57 89 5
67 53 15
59 101 9
11 106 15
91 81 19
96 66 29
97 48 40
43 8 41
115 34 21
92 58 32
96 103 32
117 1 46
61 102 6
38 65 7
65 108 14
119 7 37
47 60 34
117 45 8
89 14 5
82 69 12
65 59 14
35 8 41
106 97 16
87 95 23
1 45 34
101 54 1
10 119 27
92 39 32
33 48 21
45 29 26
90 20 25
91 37 46
107 110 39
10 16 50
103 43 44
79 8 37
53 44 24
37 50 8
108 65 34
53 76 13
92 43 43
47 95 4
104 8 3
57 62 19
44 83 6
69 68 17
63 9 27
1 86 48
53 30 18
28 3 10
70 81 17
81 32 18
15 63 12
12 48 9
86 33 36
33 48 34
112 73 7
2 41 43
18 114 36
26 69 47
94 28 32
111 58 32
7 17 4
82 117 42
12 2 14
71 86 41
44 22 9
1 67 48
17 81 36
111 63 2
74 94 41
109 49 12
37 80 21
25 76 32
75 49 36
94 92 30
75 68 49
15 97 23
105 10 35
68 4 18
18 56 44
61 24 31
80 26 24
86 9 42
4 46 20
78 117 50
39 67 22
43 50 23
28 32 27
53 78 48
102 116 33
39 41 6
65 42 49
96 64 25
42 20 5
32 8 48
85 75 32
26 85 17
87 4 1
26 119 15
72 86 34
64 89 26
52 41 31
104 87 12
60 41 44
44 47 28
100 80 31
25 13 2
18 118 9
24 2 48
73 18 45
11 55 24
17 13 12
64 61 48
52 115 37
39 3 33
15 38 48
18 94 2
106 91 14
78 69 5
60 102 37
70 91 10
15 54 29
15 95 30
78 5 20
34 92 25
55 113 29
61 35 7
63 47 11
43 109 40
104 6 36
56 52 43
98 42 24
52 78 47
17 80 15
22 79 28
48 87 47
69 101 7
32 5 5
55 25 37
79 10 44
112 113 37
18 52 18
49 17 12
101 89 50
50 8 17
81 77 18
41 52 16
86 1 18
47 35 45
120 119 47
9 83 20
100 56 50
10 117 49
107 109 27
69 82 7
5 77 39
44 13 2
69 40 10
116 4 48
33 85 8
66 69 13
37 113 11
60 67 5
11 24 3
28 114 17
76 75 17
6 20 3
57 105 13
68 36 12
26 2 48
28 107 14
16 62 24
46 112 38
93 75 30
93 14 20
32 94 9
20 65 27
103 1 7
66 12 44
102 66 25
3 54 13
115 104 36
40 25 20
39 120 4
91 66 10
8 73 21
7 74 17
29 105 35
43 83 26
44 3 27
54 105 1
55 47 27
3 115 6
25 97 38
17 120 32
101 93 23
25 55 41
90 97 43
46 6 5
88 103 25
50 72 4
119 47 1
6 65 1
23 94 12
32 6 30
56 97 30
81 82 41
7 115 31
90 92 49
2 31 15
14 12 20
101 16 45
11 117 18
106 116 5
120 16 15
29 81 41
32 13 46
109 81 45
3 53 43
79 89 2
26 3 16
13 55 15
116 56 38
43 13 37
42 71 11
45 66 42
38 4 16
73 120 3
9 111 40
57 72 40
11 22 23
34 29 24
119 19 36
55 69 41
65 37 15
17 34 18
58 92 22
110 78 20
5 31 29
89 104 45
66 87 18
36 12 4
71 110 24
65 108 16
26 5 38
27 80 37
22 31 42
76 71 4
101 103 3
118 110 19
22 107 37
108 74 28
110 66 23
38 19 14
56 12 39
32 74 15
78 120 11
52 82 49
94 52 28
106 55 21
6 11 33
91 57 27
33 71 7
91 60 32
94 109 10
25 51 15
102 64 21
94 26 12
118 22 27
13 100 13
119 30 36
44 29 1
119 64 34
84 66 2
35 114 38
4 23 12
30 71 23
38 19 27
33 78 23
30 48 39
68 18 50
13 46 19
119 62 45
20 89 25
92 114 46
54 87 26
97 40 32
28 82 12
96 118 8
99 52 36
23 13 8
115 86 37
108 97 1
119 89 40
9 91 33
10 66 7
55 31 17
2 27 2
101 76 17
75 72 49
42 30 39
8 83 40
95 107 44
105 116 19
29 77 28
107 113 42
87 113 41
80 90 11
90 118 36
12 107 15
78 31 49
63 80 43
72 26 36
64 115 31
91 87 16
12 119 25
26 78 3
92 42 11
70 29 47
20 70 38
43 4 30
88 70 24
65 60 41
120 91 15
2 82 8
21 43 50
26 24 9
64 115 44
31 92 17
104 33 7
119 70 16
36 77 27
50 89 12
7 76 23
91 70 25
15 31 34
50 47 15
6 97 21
86 78 12
9 90 36
64 5 34
95 88 20
105 97 32
81 89 4
7 71 29
100 12 20
59 94 26
23 79 41
3 99 42
59 84 18
64 118 32
81 84 47
5 26 6
99 9 18
91 51 25
81 119 4
1 115 29
21 94 1
3 8 45
54 97 19
5 98 30
58 101 18
111 24 21
36 28 3
99 39 18
73 75 5
95 64 26
42 19 10
19 70 37
4 93 42
119 51 29
54 44 21
76 82 46
62 114 19
40 41 4
72 67 12
81 100 4
98 11 16
17 84 28
75 34 38
49 51 12
76 34 5
36 28 16
7 94 2
73 114 10
47 76 48
43 83 2
119 57 49
45 56 14
105 54 1
27 89 46
117 37 15
98 53 26
38 28 23
58 47 37
24 67 3
98 30 42
94 42 24
105 8 6
44 94 50
21 93 31
85 108 11
54 77 36
73 79 29
103 91 47
99 119 37
50 106 45
4 104 5
107 100 37
48 107 17
44 1 7
80 74 1
62 67 41
110 31 46
82 66 26
22 2 1
94 14 46
115 53 36
93 109 30
61 45 26
72 89 26
93 10 24
73 51 24
97 76 23
65 93 31
18 86 7
2 38 44
100 99 4
16 91 30
39 4 23
73 2 24
95 33 5
46 20 50
52 84 31
42 89 41
84 63 14
116 49 11
11 95 19
104 80 16
86 113 48
115 43 4
118 16 47
71 88 12
56 36 22
28 78 28
3 49 34
73 46 43
109 9 23
16 7 22
95 7 2
87 115 10
104 119 21
97 67 44
71 118 12
86 53 10
36 19 33
84 14 27
19 75 36
14 106 7
103 41 13
65 115 45
6 65 16
21 3 46
88 41 34
113 32 32
107 27 19
74 42 18
15 33 27
2 54 14
119 7 28
62 71 14
78 51 8
82 76 6
98 102 11
24 103 49
89 58 39
113 2 45
79 1 12
55 53 35
120 99 28
59 93 14
57 116 4
46 9 8
25 93 1
98 14 19
65 29 18
110 1 4
88 83 44
69 38 8
117 119 42
61 60 13
89 62 50
10 32 22
105 106 4
18 8 32
119 106 20
26 104 19
14 101 26
86 38 21
79 1 25
31 25 44
62 89 17
15 111 44
47 97 41
14 52 26
89 92 50
114 36 23
13 65 21
32 51 6
17 93 24
95 27 27
21 102 14
114 47 37
15 55 4
70 76 14
68 22 50
67 78 38
11 12 50
20 72 3
17 28 16
46 99 35
53 18 12
63 67 36
104 84 2
66 56 23
82 13 33
12 6 16
19 71 10
99 52 38
49 21 29
115 9 48
52 49 8
54 79 29
5 106 29
94 21 33
101 19 37
105 63 10
25 42 38
18 102 43
102 36 31
48 111 19
94 16 39
46 75 41
107 69 1
110 83 45
114 111 48
100 66 3
87 105 44
24 90 31
65 30 43
82 116 36
118 74 43
45 20 34
27 34 16
82 33 1
119 40 18
17 4 35
63 85 15
86 74 3
75 81 5
105 16 32
120 113 5
101 74 43
34 45 49
74 102 3
92 46 24
113 72 38
38 64 3
91 93 11
46 60 15
35 37 24
106 7 48
69 115 41
14 13 19
5 38 5
95 111 6
76 53 31
56 8 28
116 28 33
15 84 47
91 21 27
81 89 6
6 32 15
55 83 33
29 19 14
32 14 45
102 105 12
120 32 29
21 100 47
3 92 41
78 53 1
93 4 7
35 78 38
57 49 5
109 36 49
112 64 28
75 34 27
35 93 23
83 91 22
53 35 21
102 51 18
24 59 47
41 6 12
65 34 16
42 19 12
31 114 33
61 106 12
115 104 14
73 26 7
66 5 19
79 3 45
92 13 38
2 55 24
50 110 32
99 85 28
38 5 28
38 24 41
7 59 47
40 120 6
41 96 26
115 74 27
110 112 24
30 88 47
103 110 49
50 87 21
13 10 32
42 48 16
36 2 2
81 69 23
103 61 49
7 3 7
101 112 14
105 31 19
48 61 11
93 112 24
24 109 2
84 11 15
59 70 47
33 87 21
48 54 8
2 57 46
73 63 23
22 92 41
104 53 47
75 52 43
22 9 6
48 110 24
70 69 42
40 113 16
80 77 8
50 3 40
9 66 33
104 97 9
7 44 21
109 82 19
101 51 17
36 80 19
104 39 4
91 5 4
79 2 11
5 43 41
59 2 10
88 95 17
44 84 20
15 71 29
68 93 11
13 16 38
55 112 12
57 24 41
49 113 36
101 39 20
84 63 16
79 39 14
9 5 36
58 16 5
21 113 45
13 50 36
58 15 46
104 36 12
49 20 30
17 37 38
43 59 23
97 44 49
80 53 14
38 11 47
52 30 39
16 91 45
27 116 32
115 80 9
76 90 32
56 115 24
12 116 26
72 57 35
69 106 47
4 57 42
99 111 2
65 71 4
8 102 42
116 86 29
95 2 10
71 37 25
119 72 11
14 41 28
62 20 14
11 29 30
61 62 48
2 114 30
6 99 16
118 108 1
95 58 26
26 21 10
68 118 30
6 15 22
48 71 41
24 4 45
14 94 12
31 2 49
94 33 6
7 8 43
26 35 29
57 74 9
106 93 11
75 20 39
111 10 35
3 71 50
116 78 43
47 60 40
100 104 29
78 66 8
35 91 45
70 107 26
27 73 1
93 20 19
2 30 22
82 11 13
51 18 7
45 77 9
22 83 34
114 26 17
72 34 13
35 45 50
65 54 26
41 102 17
14 66 47
79 30 31
97 75 17
118 56 29
44 29 5
77 11 24
10 65 39
110 91 33
62 88 36
120 38 46
52 95 5
48 47 23
21 7 21
109 100 7
65 35 26
17 32 29
107 49 48
66 48 26
109 61 15
21 41 19
25 111 19
93 72 20
97 116 31
24 46 14
60 119 8
80 86 4
16 10 14
63 89 39
79 22 45
73 118 27
113 116 13
104 22 11
56 104 8
67 89 3
13 48 45
29 80 37
21 41 32
35 102 21
10 54 14
7 106 1
34 20 45
16 17 30
53 66 44
7 83 17
67 81 4
31 51 7
77 94 48
104 113 21
34 16 10
3 111 30
17 11 40
3 9 19
39 41 12
76 111 25
108 38 17
73 25 41
63 108 1
17 55 2
46 107 8
81 5 1
80 115 21
83 39 23
47 66 35
79 68 2
27 44 39
39 47 32
55 79 24
24 29 36
55 97 41
13 18 7
74 98 7
45 4 4
119 63 17
36 3 1
64 5 38
51 65 40
10 83 31
38 59 11
35 29 27
82 48 1
113 57 38
27 106 28
109 41 45
24 110 1
18 110 16
58 86 7
51 34 30
44 37 46
111 34 33
82 55 17
44 69 35
116 60 44
13 75 2
91 44 26
78 4 3
106 99 2
40 97 48
49 108 15
54 48 23
66 96 18
19 118 45
44 64 41
111 19 31
33 69 20
91 39 32
99 115 17
90 21 15
65 110 13
53 65 23
66 49 27
80 8 5
10 86 32
82 115 17
63 113 24
65 3 8
17 61 21
47 15 42
9 82 30
73 56 9
67 52 42
11 19 2
66 95 35
69 65 9
8 78 8
109 82 8
102 46 39
62 2 24
47 62 9
120 89 2
2 99 45
50 94 39
54 100 24
46 59 33
70 111 41
56 90 7
16 84 18
101 119 32
52 42 25
41 111 26
47 92 9
112 117 3
68 73 21
46 54 39
26 27 3
113 56 17
36 61 8
48 42 13
113 14 20
84 75 15
89 22 37
117 18 19
48 41 17
6 40 1
77 96 28
37 51 24
57 13 29
117 52 17
4 101 17
60 1 20
78 79 41
14 88 8
13 92 35
77 84 31
119 54 10
38 101 50
73 16 47
1 23 15
65 39 41
88 81 13
15 79 13
34 41 14
49 22 41
48 63 48
104 115 14
11 30 15
8 95 28
56 20 18
21 98 45
6 99 5
100 82 17
88 34 22
77 88 42
26 40 12
84 44 18
10 44 10
109 50 28
103 48 20
79 112 19
52 76 49
24 80 29
91 76 20
90 119 13
22 61 22
8 60 47
97 101 46
60 91 47
87 24 17
62 1 3
25 105 2
55 80 21
103 52 31
61 53 1
116 14 47
94 82 8
29 28 12
5 103 19
3 64 36
85 84 10
10 62 40
70 65 18
54 50 3
43 8 49
29 62 10
10 4 35
96 26 49
61 48 7
79 15 35
103 40 34
61 41 4
116 2 50
107 8 23
31 29 46
110 115 29
22 95 33
12 18 4
108 81 37
89 97 11
85 30 16
31 105 41
53 76 8
22 37 28
120 45 38
47 2 37
98 85 24
30 90 29
22 49 38
107 15 39
117 100 9
38 33 39
84 29 5
16 120 13
17 51 31
107 7 40
10 73 40
104 37 39
78 73 26
90 79 24
38 25 40
34 118 34
49 33 30
82 94 26
94 116 32
32 58 26
36 64 11
29 84 24
71 82 38
29 119 18
118 67 18
85 41 16
43 4 10
55 100 2
112 73 15
22 25 44
107 71 38
17 16 23
101 30 15
101 49 28
81 24 27
113 70 7
4 14 26
118 37 31
46 45 45
51 112 7
120 109 49
4 87 16
41 21 43
87 108 40
26 87 45
41 56 37
111 50 41
47 59 8
26 55 12
82 74 30
58 2 43
56 88 29
78 26 48
83 41 1
46 31 2
117 46 28
19 91 6
83 44 6
9 45 44
85 101 43
94 60 49
85 59 46
104 59 16
79 11 9
19 3 14
69 97 42
79 4 6
69 58 50
54 21 41
13 120 44
19 79 9
86 120 2
102 119 46
87 15 10
69 32 34
49 9 49
112 76 16
8 47 42
13 29 47
112 56 37
105 35 49
35 41 26
22 82 15
48 4 31
108 26 22
111 73 14
111 31 17
40 60 34
1 96 9
49 115 44
99 62 22
66 36 20
119 24 27
42 68 3
46 90 19
23 41 21
9 53 15
111 114 28
12 6 49
87 63 13
40 2 42
29 7 21
102 16 28
119 65 41
25 102 1
18 66 32
5 40 31
32 34 4
97 24 15
113 79 41
86 96 21
93 75 12
3 80 48
68 9 49
115 28 23
59 109 30
100 49 42
104 74 40
103 22 48
28 61 1
120 108 41
61 38 3
73 79 22
84 86 42
42 74 36
58 81 28
40 37 12
58 103 46
108 78 36
28 107 9
9 105 16
112 101 48
101 116 16
115 35 39
4 81 14
65 95 13
33 91 23
98 18 38
75 108 50
46 108 35
80 47 12
67 3 44
26 32 43
39 85 5
37 112 23
66 30 29
10 77 42
105 110 23
82 80 38
39 46 13
66 106 24
120 91 50
107 46 36
91 66 5
49 37 32
33 98 39
70 50 33
97 7 37
15 45 4
69 30 30
36 119 15
89 86 24
47 8 17
32 10 23
112 36 16
38 94 36
108 6 1
44 56 6
112 28 17
14 53 16
12 100 36
60 20 35
40 61 35
71 100 15
8 107 27
7 89 10
55 28 22
108 71 22
65 78 35
41 113 50
72 16 25
70 2 5
110 46 50
90 46 49
35 62 19
5 114 46
58 50 7
26 13 19
76 78 26
89 40 42
89 81 43
63 75 2
79 27 21
90 32 6
73 46 49
83 10 22
95 58 17
98 105 9
110 66 5
48 29 35
21 94 49
17 100 44
73 115 41
43 81 28
40 111 27
65 71 8
113 71 30
45 115 50
37 118 42
11 71 31
107 27 25
53 102 13
14 25 24
19 67 43
95 36 12
61 56 8
41 31 7
56 54 31
105 66 46
93 20 10
19 21 48
108 96 41
47 97 34
54 50 5
41 24 4
22 42 24
82 106 12
17 33 3
106 115 3
83 40 35
76 17 5
118 12 14
87 26 41
49 114 8
99 13 26
4 65 4
17 44 17
27 38 48
97 17 3
62 12 32
86 63 20
120 3 43
81 90 20
95 31 31
85 99 10
53 105 14
9 99 27
108 30 50
104 37 41
108 65 44
30 55 50
29 92 25
81 59 10
25 46 29
32 4 21
114 24 32
97 112 24
55 107 7
5 18 30
78 80 44
110 86 43
72 14 21
117 58 27
42 83 45
21 41 23
85 33 19
113 28 12
96 18 14
57 94 38
89 80 35
100 46 17
86 85 34
70 110 31
96 72 21
9 49 44
46 63 37
46 82 50
64 108 23
110 74 46
60 73 17
61 54 28
80 58 30
64 119 37
97 2 27
9 19 30
37 21 30
78 95 42
9 37 47
32 110 29
52 29 18
14 21 11
43 117 23
49 115 33
23 65 17
96 13 33
44 46 29
109 30 22
14 48 6
23 7 12
98 42 8
88 70 32
81 47 2
14 28 27
55 83 26
104 59 31
103 62 12
98 54 18
7 22 24
32 109 46
6 85 19
29 65 15
3 8 40
72 85 48
