70 1820
67 31 38
60 8 39
18 30 32
41 46 2
28 5 14
63 62 33
64 24 37
6 56 46
46 4 31
56 42 44
60 55 12
70 68 50
40 53 50
64 13 36
27 4 2
4 29 34
70 50 1
4 30 35
54 56 8
16 63 50
11 66 2
43 47 8
16 67 20
50 51 24
32 65 43
27 61 19
51 70 10
29 31 26
2 17 44
16 18 20
29 62 13
28 13 9
61 28 32
2 6 34
30 21 4
18 38 26
6 29 46
52 63 31
40 7 32
31 40 22
35 67 30
58 33 30
40 19 43
29 37 41
65 1 15
12 52 49
66 52 11
58 20 32
6 40 33
19 45 11
6 59 46
26 23 37
38 63 29
24 29 25
4 48 37
52 9 37
11 7 50
48 16 28
15 43 1
23 57 11
36 67 11
68 10 46
65 69 16
62 53 11
34 41 46
52 67 19
25 19 13
42 68 26
16 39 33
67 69 45
55 56 6
26 57 12
59 25 41
9 65 13
41 28 50
40 10 33
37 59 45
34 31 10
39 17 47
25 15 20
30 35 50
38 13 46
22 58 44
65 37 40
61 46 17
69 22 2
22 36 25
44 31 33
66 23 23
67 19 21
33 25 3
11 50 2
24 48 28
19 13 17
47 48 2
50 16 11
10 49 12
55 43 49
68 40 23
30 54 41
42 17 42
63 43 13
11 62 12
38 28 3
50 49 44
2 66 24
26 50 22
64 36 4
24 14 7
2 35 36
21 42 45
32 14 26
68 28 26
8 10 6
46 40 31
23 45 4
4 70 28
49 40 4
13 47 26
10 63 9
57 27 47
10 29 16
34 39 4
3 23 44
13 40 23
68 14 20
12 22 6
10 21 48
69 15 33
48 11 37
47 12 33
46 36 38
39 54 40
5 32 40
36 31 33
13 43 33
4 70 5
50 3 31
28 68 17
6 24 10
62 7 19
31 60 42
21 61 49
33 22 45
12 52 42
53 12 32
58 40 4
24 70 14
31 3 38
26 45 18
60 70 23
70 27 50
32 47 49
10 48 20
60 7 3
16 11 36
22 13 17
29 66 38
27 66 45
27 58 41
2 31 33
39 61 34
6 55 10
28 30 3
66 49 19
70 12 42
27 40 28
59 20 32
68 20 25
26 70 24
50 6 26
32 40 23
66 25 48
4 62 27
6 46 18
25 43 39
21 58 34
24 43 14
26 51 46
30 68 40
49 68 10
69 14 40
7 43 15
48 22 18
27 46 21
34 47 32
59 66 12
39 60 23
33 28 50
63 41 9
69 11 7
50 15 8
19 49 49
1 32 43
7 57 34
63 45 15
44 40 15
61 39 27
54 18 39
18 5 15
13 4 22
2 8 17
61 52 2
46 54 8
33 40 37
70 42 32
28 5 26
61 2 1
65 13 39
29 47 28
18 61 31
8 4 4
16 14 44
32 29 3
20 18 6
10 42 28
14 26 25
34 44 12
2 22 36
18 53 32
59 31 8
4 50 20
16 53 13
23 39 43
22 42 24
49 27 4
45 54 16
41 67 50
61 10 18
41 38 23
5 65 35
47 21 16
59 49 34
1 2 47
23 34 49
52 70 47
53 37 18
10 5 15
16 41 15
53 9 41
60 9 6
1 29 5
7 53 31
7 65 5
35 67 42
3 40 43
20 28 46
65 28 14
50 42 50
34 62 19
35 63 44
70 26 19
13 30 41
36 63 12
32 4 21
20 62 44
25 19 48
24 50 11
7 11 42
22 21 40
43 42 39
59 56 27
43 54 13
24 52 20
14 55 19
17 2 5
55 6 40
28 5 29
11 62 34
17 43 42
55 19 15
19 53 4
52 15 21
13 44 38
37 41 31
32 58 5
34 4 27
16 18 22
41 15 7
6 10 35
5 3 27
24 52 33
54 53 18
70 33 12
50 58 48
64 48 13
23 11 5
46 67 48
20 25 3
32 26 35
11 49 49
6 13 17
57 64 28
64 24 6
29 6 33
52 54 47
41 51 22
28 58 31
3 1 24
29 7 33
33 5 14
5 21 30
24 48 17
12 37 20
8 44 11
25 41 39
8 63 24
8 29 31
54 44 3
34 19 2
32 49 31
26 50 11
28 15 46
45 65 24
47 42 32
64 1 8
3 1 37
26 33 43
56 13 48
15 38 22
45 42 12
56 55 50
17 20 3
8 66 12
27 68 5
27 26 8
47 30 35
40 10 12
60 40 35
57 17 28
70 14 2
53 4 40
4 5 45
64 42 22
6 17 18
61 38 28
58 20 37
3 16 29
50 35 3
41 16 32
33 46 41
14 43 2
5 22 21
45 13 47
8 43 41
13 25 46
55 47 34
67 57 4
65 7 10
59 29 8
7 39 44
29 21 20
5 13 29
2 58 40
54 9 12
38 70 19
61 41 15
61 44 20
20 49 16
42 22 5
56 41 34
19 31 35
40 25 17
18 66 24
36 23 8
48 45 14
7 22 4
51 18 20
61 27 8
64 45 22
23 43 35
61 41 28
31 45 14
37 70 5
59 40 7
31 37 10
3 1 17
48 64 4
19 65 10
46 17 17
1 3 33
59 66 1
36 44 44
49 7 25
15 63 31
61 52 14
50 18 2
55 69 25
9 5 42
35 7 49
36 49 14
3 53 4
26 10 16
12 63 12
50 25 19
22 69 17
27 54 27
67 66 33
2 52 48
50 5 45
46 66 7
30 37 32
26 32 12
59 69 24
9 58 30
33 14 46
2 49 15
48 44 16
53 37 30
22 5 9
11 6 17
11 17 26
1 59 40
28 25 7
16 41 27
50 14 22
5 47 7
1 40 26
41 30 8
51 44 17
13 42 28
55 19 14
47 22 6
31 34 8
58 18 47
17 25 29
37 8 33
62 46 50
54 50 7
11 56 31
59 64 44
8 52 24
41 3 32
41 22 45
35 64 20
66 2 34
35 68 27
68 38 48
1 48 7
22 62 4
12 25 11
16 45 10
40 8 34
16 36 47
43 27 44
8 18 3
49 52 35
59 69 14
47 53 7
1 6 19
21 4 4
53 18 7
28 31 35
31 58 49
65 9 25
9 43 13
8 52 37
52 41 27
33 10 7
32 38 44
5 3 39
63 1 27
48 69 40
17 16 14
11 23 31
1 33 13
20 69 49
43 7 48
25 62 12
28 16 5
46 50 7
19 6 33
58 2 34
70 50 5
15 54 25
38 62 47
59 56 29
22 41 20
9 14 48
52 41 40
1 29 20
54 64 16
66 39 27
28 50 39
2 66 48
45 34 35
15 28 8
52 48 20
41 37 28
63 69 30
51 39 26
7 41 49
1 36 36
67 42 41
19 48 12
66 39 4
31 62 14
45 33 47
65 61 3
3 51 50
49 32 29
15 49 44
49 35 34
9 29 45
16 29 10
46 38 23
18 48 21
21 3 11
8 17 46
40 38 1
8 63 13
66 62 28
70 51 40
67 23 5
20 24 9
15 54 15
58 22 2
47 40 12
35 70 16
27 49 3
46 44 38
46 45 3
7 15 9
59 15 23
5 28 35
9 40 32
34 8 17
39 62 46
2 3 18
52 47 45
13 52 34
27 32 35
20 31 25
44 19 49
43 50 12
64 11 46
42 26 33
17 39 5
26 57 16
35 2 38
6 10 27
64 55 9
47 49 37
18 9 42
40 7 26
51 3 35
54 37 2
6 36 21
28 27 22
20 9 15
3 20 16
46 25 38
69 6 35
29 7 12
21 10 4
56 52 42
56 53 7
47 12 11
64 61 24
17 68 40
63 49 19
12 45 40
3 24 22
52 69 46
47 69 29
3 6 10
9 22 32
27 14 36
36 1 24
9 11 22
34 51 49
65 48 31
54 35 18
10 64 1
45 34 15
15 56 50
68 3 1
28 44 24
39 15 40
23 48 41
3 69 7
55 54 40
10 15 1
28 53 29
2 69 38
48 45 26
57 10 26
29 14 6
27 54 49
23 21 23
45 60 45
66 35 14
48 22 42
8 23 29
25 52 40
31 42 16
8 32 34
20 57 45
63 2 41
61 56 19
67 26 18
22 59 3
13 52 1
62 22 31
16 38 39
23 25 34
69 46 24
1 49 12
42 3 16
40 24 46
45 10 21
32 3 33
8 39 50
59 13 43
28 26 24
40 21 13
3 31 29
62 65 50
61 45 23
48 40 45
27 29 10
21 23 26
49 53 45
69 4 4
51 48 45
25 6 27
8 20 14
43 1 36
46 17 42
40 5 46
18 17 26
33 7 41
38 1 20
63 41 23
23 35 33
57 39 15
44 18 42
27 8 44
68 23 26
20 27 12
17 55 50
5 42 48
7 62 19
63 59 49
6 50 20
59 66 3
22 50 29
62 48 15
61 29 33
59 16 2
20 46 3
42 28 35
31 22 10
16 3 49
23 16 33
3 23 15
43 27 43
16 34 36
39 62 16
7 6 16
47 64 15
3 41 32
35 8 16
11 2 30
5 27 45
46 39 14
35 12 22
50 22 15
9 32 2
46 8 32
59 5 6
58 35 4
58 4 16
8 57 7
57 39 5
64 67 38
32 10 17
52 14 44
48 62 36
22 8 17
70 16 6
55 3 31
60 58 20
11 67 29
32 43 50
34 1 46
15 17 20
38 63 42
55 46 29
3 27 3
28 66 41
62 40 1
57 64 39
60 9 20
53 21 29
37 65 39
69 11 24
56 19 41
8 18 28
60 24 4
70 5 10
4 69 1
35 1 3
57 52 42
69 60 1
24 27 5
55 23 22
38 53 11
25 20 27
42 49 25
35 68 29
18 57 42
44 47 13
51 32 22
43 35 14
35 37 41
54 25 37
32 31 30
60 11 42
42 32 14
10 1 13
27 30 48
43 17 1
47 14 17
10 4 18
37 22 32
44 54 29
58 10 27
33 60 10
30 10 11
7 14 44
45 31 50
56 69 32
30 44 40
44 24 42
69 63 24
38 13 36
9 67 48
62 12 13
23 7 49
41 45 21
23 30 32
43 1 6
57 10 35
35 55 49
56 19 8
7 46 9
65 24 25
5 67 39
6 3 23
53 62 33
47 21 10
43 28 1
38 67 20
36 39 45
38 6 10
31 16 8
48 65 21
8 48 23
55 67 32
13 10 49
4 29 17
65 34 10
47 40 1
60 30 23
60 11 9
52 66 48
13 63 33
20 30 50
22 2 43
40 37 2
63 65 39
11 16 20
52 17 11
6 13 21
50 57 28
9 26 14
33 50 48
52 25 24
1 42 31
13 29 17
10 53 4
64 57 43
10 53 40
41 22 4
63 46 39
39 35 30
27 41 42
13 67 21
27 33 38
70 40 9
68 40 16
61 11 24
30 58 4
23 37 16
43 56 30
38 55 13
16 34 45
44 49 15
26 19 27
41 29 20
7 40 17
6 1 1
35 20 35
41 43 40
69 58 10
21 16 22
35 2 17
33 58 6
59 25 24
26 18 3
45 22 7
42 60 10
8 55 6
59 70 31
38 5 25
4 24 26
35 13 4
9 10 1
11 34 41
26 64 11
8 38 38
12 68 2
5 31 37
18 28 11
70 28 25
62 18 22
4 27 36
29 25 17
37 47 31
6 43 16
33 8 18
54 12 50
12 21 11
48 53 4
2 1 26
45 7 13
31 53 32
9 39 41
21 66 13
13 2 2
52 19 37
54 39 8
59 66 15
53 61 2
59 24 18
60 17 46
38 4 14
65 56 27
32 52 13
11 33 30
9 40 14
14 61 9
25 26 2
53 64 49
62 46 38
15 47 42
41 23 29
15 59 16
30 27 24
43 52 4
35 1 25
47 15 27
52 4 7
3 39 12
35 5 31
9 13 37
2 31 39
3 41 21
67 3 27
64 67 50
47 42 16
7 17 14
45 7 3
32 41 16
65 51 10
30 27 1
4 15 29
15 67 33
8 38 41
45 41 1
32 55 36
38 53 10
62 48 17
10 58 47
35 65 22
54 20 21
9 53 50
11 18 41
6 56 38
66 26 19
20 7 13
37 15 50
70 12 25
30 6 35
3 65 19
20 21 33
18 47 5
55 42 48
2 30 29
26 13 25
55 46 18
6 60 49
49 18 15
14 21 47
49 37 28
26 24 40
60 57 49
54 30 42
67 21 29
44 66 38
11 29 27
56 48 8
68 34 28
23 61 19
55 42 25
9 19 43
8 27 22
68 49 12
27 61 47
67 40 20
11 36 43
60 38 49
26 57 50
45 66 20
49 30 2
54 12 7
66 34 13
8 22 28
25 24 22
33 40 43
64 58 48
53 25 1
48 17 44
56 65 10
2 45 26
58 3 35
52 57 21
56 66 11
2 38 23
12 66 11
61 17 28
49 18 5
21 34 22
19 26 25
53 40 21
35 45 47
53 32 17
5 3 30
42 70 6
26 61 33
68 44 31
54 48 27
44 62 35
7 11 35
66 33 2
34 16 17
31 13 23
37 38 14
23 57 16
52 3 4
26 8 40
1 25 13
54 15 7
29 7 36
38 40 28
45 7 45
51 5 25
29 19 10
18 45 24
54 63 20
27 56 21
20 16 19
12 38 24
50 68 49
32 61 45
42 29 44
66 59 9
61 43 11
22 6 2
34 62 2
53 55 32
36 28 37
66 50 45
34 35 21
2 18 11
66 62 19
53 36 18
58 63 25
4 29 19
63 69 34
31 15 50
57 64 21
58 41 6
49 16 47
8 54 40
8 33 17
65 46 22
55 20 43
17 68 18
6 47 44
7 9 42
43 69 17
21 32 42
4 70 33
44 12 37
67 16 6
28 27 13
4 63 30
19 39 29
59 63 4
10 63 50
46 56 16
11 12 29
44 50 5
60 56 32
65 37 35
23 18 27
15 49 25
48 52 43
59 64 5
46 70 36
57 21 50
57 41 28
47 15 49
42 40 21
21 56 3
23 53 26
30 4 35
56 8 4
25 3 18
2 54 45
69 31 23
1 42 46
65 7 26
44 61 27
35 33 7
9 29 39
9 49 17
41 36 3
6 43 5
12 67 31
26 67 47
46 10 3
54 12 39
44 46 25
33 20 17
69 65 29
1 23 9
41 62 33
43 7 9
43 26 22
18 55 31
20 12 6
13 32 19
37 1 30
58 62 9
5 23 35
12 48 31
41 39 21
49 61 35
59 16 39
49 50 25
33 56 33
38 37 36
66 7 40
4 65 42
4 28 11
65 41 8
39 24 26
28 56 15
15 11 1
15 52 2
7 54 29
12 44 38
64 14 28
53 7 33
2 70 20
43 2 28
67 33 2
8 32 15
59 13 47
52 58 3
7 28 12
49 11 47
17 44 32
2 24 25
34 3 8
24 49 48
61 51 43
35 58 3
42 13 47
37 23 38
62 51 11
27 66 17
52 12 13
69 41 11
62 65 31
18 8 30
36 26 24
43 58 21
36 37 33
66 59 41
6 15 31
48 21 49
30 26 38
55 54 11
12 1 30
56 23 48
40 68 47
67 48 36
51 70 50
8 42 13
66 33 24
34 13 34
23 39 48
49 59 41
16 14 26
36 25 36
24 4 31
32 62 18
25 58 32
2 14 50
11 56 11
53 66 50
33 15 3
33 60 11
60 38 38
17 9 36
19 15 28
24 8 42
52 64 13
6 25 29
51 52 14
42 11 49
14 15 11
33 51 47
48 21 3
31 43 50
46 5 3
46 45 39
69 14 25
62 45 47
2 26 37
61 39 35
5 20 23
63 43 40
20 48 6
48 62 17
61 58 26
40 65 9
35 8 10
46 1 9
52 49 19
34 24 11
59 42 26
47 25 17
35 25 35
45 8 21
39 49 12
30 33 22
45 43 15
47 10 15
6 47 43
1 44 15
43 61 12
46 3 32
60 68 28
36 28 49
47 27 40
27 64 50
32 5 17
57 26 7
55 48 32
49 17 24
16 4 41
39 40 25
47 1 23
56 61 32
46 33 32
66 24 40
48 61 42
53 43 47
28 27 48
36 17 17
9 8 2
3 67 10
1 36 29
12 27 17
33 61 35
16 51 50
22 21 48
58 55 15
8 66 40
63 8 49
8 37 13
60 31 15
32 31 24
52 27 47
53 23 45
41 13 13
69 2 31
28 41 45
55 32 42
41 45 2
65 41 17
48 4 15
47 39 4
53 28 16
25 52 30
66 20 24
36 54 33
61 11 38
33 62 13
53 13 9
53 54 10
30 4 47
40 32 35
26 30 14
48 65 2
6 48 11
16 9 2
34 56 23
33 5 9
40 45 10
56 64 32
46 15 9
69 27 37
28 64 41
13 66 47
9 33 21
62 49 10
34 18 32
42 60 24
48 49 35
15 45 21
9 26 18
67 57 9
38 28 23
5 17 32
69 65 41
42 56 26
43 30 4
2 47 30
15 27 8
53 5 23
22 39 27
56 45 32
67 11 14
38 54 16
61 19 32
50 6 43
28 26 27
39 5 47
37 5 48
22 46 44
39 9 17
14 68 49
30 55 2
68 25 13
35 61 35
70 23 45
13 29 34
8 13 36
59 21 22
53 57 10
51 8 12
46 39 27
19 16 33
2 27 34
25 64 7
6 46 12
48 49 25
7 47 38
58 24 7
1 65 8
4 13 21
59 40 12
58 17 4
8 69 30
70 24 23
10 25 15
49 1 14
52 69 29
42 24 32
11 38 15
66 19 39
12 26 9
24 29 2
32 24 49
62 59 27
49 26 43
10 70 22
51 10 34
9 32 28
16 65 27
43 24 41
4 1 24
24 12 34
70 54 23
47 52 44
61 64 29
62 33 10
17 34 7
8 26 45
61 14 28
64 50 11
6 38 26
70 24 36
23 17 36
50 64 15
33 67 49
54 61 31
11 18 19
46 13 1
40 28 22
13 36 4
4 20 14
12 70 34
53 41 33
48 30 1
48 29 42
43 66 50
26 1 29
3 41 48
8 27 23
19 24 4
5 43 6
15 60 21
47 26 40
16 14 15
42 17 19
19 69 11
14 25 31
44 67 17
67 33 17
47 52 34
30 68 1
29 51 5
7 27 32
9 4 41
44 60 14
51 26 10
12 43 29
46 47 11
47 14 43
15 59 33
6 19 39
8 11 28
31 59 42
13 24 20
13 16 16
57 45 42
31 64 13
33 10 35
50 5 40
46 65 37
59 50 6
64 41 9
3 22 25
7 31 15
31 5 48
46 20 7
13 43 10
52 30 17
61 63 9
2 48 50
2 11 19
70 31 20
54 45 31
41 19 30
63 2 27
7 57 44
67 28 14
68 56 19
5 50 12
39 63 43
63 67 13
44 9 38
11 32 41
10 20 42
55 10 45
66 22 7
15 17 26
46 69 25
56 69 12
45 43 4
36 2 45
64 12 49
38 41 29
1 32 30
19 59 49
31 13 37
31 14 2
43 28 4
31 35 24
67 28 27
54 49 14
54 7 17
64 32 35
62 26 49
47 39 39
4 19 6
26 16 30
34 50 6
11 20 21
56 19 24
47 63 23
20 27 47
31 5 15
49 3 7
41 44 49
8 40 35
7 41 31
37 63 39
36 22 13
24 11 16
20 59 8
18 52 32
65 4 3
41 40 20
47 9 29
52 37 1
25 23 20
60 3 21
70 6 15
46 14 20
7 21 30
7 40 43
44 8 45
56 68 14
45 42 6
63 61 21
34 69 10
64 2 2
53 69 42
33 69 41
63 51 13
5 18 4
58 35 39
13 55 49
35 70 34
50 15 47
37 48 8
38 16 24
2 14 9
48 1 6
12 22 25
42 22 45
9 29 40
54 29 8
61 69 9
67 19 30
40 57 9
34 26 25
10 38 12
65 45 31
66 34 46
30 47 10
70 44 31
35 40 24
13 9 31
21 51 23
64 50 33
62 37 2
54 5 36
5 41 5
44 62 6
38 58 39
22 36 47
36 10 6
11 7 26
55 2 34
28 26 16
5 37 7
45 2 45
19 9 5
42 29 38
50 19 7
67 15 14
24 67 5
61 22 31
39 13 12
69 43 24
7 52 21
2 65 50
68 58 35
30 5 26
48 33 34
17 7 25
47 5 3
70 17 32
21 5 5
58 46 15
63 52 24
52 43 24
2 54 49
20 69 1
25 44 23
25 3 22
65 18 3
40 22 19
34 10 48
2 47 9
7 29 14
31 26 31
67 30 6
24 36 30
60 39 45
25 21 11
37 24 4
51 53 21
16 68 21
57 27 46
64 60 45
46 55 15
60 21 32
53 4 14
66 60 43
34 22 35
44 64 19
14 8 18
20 53 11
40 16 37
32 66 48
58 53 44
38 8 41
28 37 29
7 63 25
7 35 43
22 65 13
34 60 3
30 45 30
30 65 8
30 57 4
1 64 28
58 37 41
8 49 31
46 5 27
27 48 18
25 29 6
55 1 13
44 10 25
16 52 31
49 68 19
32 45 2
51 14 47
24 15 46
7 43 24
8 60 45
67 41 11
60 9 12
27 55 35
4 12 12
7 65 47
7 69 17
57 50 25
28 21 39
51 29 4
58 30 15
26 13 5
50 44 16
20 21 49
65 51 39
51 41 14
20 2 35
27 43 38
9 35 26
68 61 25
10 17 8
66 34 16
60 1 21
30 56 29
34 21 1
3 21 49
16 46 5
16 59 24
29 58 15
53 33 44
51 66 48
49 45 26
56 43 30
59 11 39
57 31 24
12 5 4
