50 930
14 26 37
39 34 4
38 15 42
38 27 7
38 46 11
25 13 27
50 33 5
47 22 25
23 25 17
14 19 25
43 40 16
38 27 34
29 31 37
28 10 27
37 20 17
43 1 15
46 38 44
3 37 32
35 12 20
31 30 11
11 18 5
13 16 12
20 37 9
30 42 7
32 20 14
49 30 21
28 9 31
3 23 8
41 8 22
32 17 45
2 12 30
40 43 11
19 11 24
44 36 38
24 43 20
11 45 3
21 20 13
25 47 33
1 41 50
32 43 30
5 8 16
13 20 23
6 38 25
11 44 25
50 2 21
34 35 46
15 40 20
32 47 18
16 23 1
24 7 39
42 46 32
22 42 22
41 34 24
6 29 43
38 41 21
15 2 2
14 33 30
15 13 11
21 26 46
4 41 45
35 30 14
25 1 25
9 15 46
12 39 27
6 34 14
23 1 41
14 18 14
31 14 12
4 34 24
5 49 34
31 10 32
29 27 48
15 28 14
17 13 27
7 8 13
24 46 26
4 46 25
17 25 38
14 40 47
10 12 34
7 8 31
4 15 28
37 35 5
21 45 37
42 46 18
19 45 44
45 11 48
21 34 9
42 46 45
45 42 44
34 16 36
14 22 25
16 32 50
14 25 21
44 47 29
32 40 19
15 2 15
44 13 36
8 33 28
30 2 37
35 49 22
48 17 44
23 47 3
47 10 18
5 6 49
33 14 9
13 30 12
15 6 3
28 29 17
38 26 27
43 8 3
45 47 24
31 25 25
12 20 45
40 1 22
39 15 12
1 18 2
25 19 37
10 39 1
24 30 31
2 50 6
25 19 46
5 1 3
45 31 21
9 41 43
49 37 18
35 45 20
40 27 25
37 26 18
27 4 20
19 26 25
40 7 37
8 22 14
7 26 25
3 29 18
10 31 2
29 45 50
21 8 6
1 32 39
9 27 28
15 36 17
13 30 34
2 46 13
34 1 11
26 35 7
37 1 2
21 11 25
43 50 18
17 6 5
41 45 37
26 24 16
40 3 44
28 13 27
41 26 5
31 20 26
18 7 20
7 22 50
11 27 33
20 47 30
11 10 8
29 13 4
14 4 46
44 13 35
43 12 27
45 16 18
17 35 13
37 30 10
17 43 26
1 13 21
16 13 26
34 8 18
21 18 5
11 4 22
49 10 19
11 12 44
19 10 17
9 7 26
14 40 23
48 31 17
41 10 29
11 24 27
19 45 2
29 31 12
35 22 9
9 18 41
3 13 28
37 10 18
47 39 16
20 1 31
42 45 47
25 8 45
6 44 21
50 16 12
38 10 32
19 36 29
30 9 43
49 13 47
42 11 9
35 26 24
6 13 33
34 18 49
36 35 41
9 23 30
45 35 17
46 41 38
29 27 1
31 43 28
33 11 50
33 43 30
47 1 43
4 45 13
10 8 26
28 42 30
27 38 26
29 38 28
16 25 13
17 47 9
23 15 41
23 7 46
45 30 14
15 7 38
17 27 18
15 50 27
44 19 45
2 29 8
21 44 12
5 41 24
3 47 43
22 29 18
33 46 49
45 12 2
38 42 50
39 37 2
32 34 50
29 25 30
19 36 33
37 3 28
33 31 42
38 12 45
11 42 48
15 43 14
50 9 13
43 22 49
28 8 5
33 43 25
11 23 16
31 1 17
33 35 21
28 50 29
21 9 26
20 30 43
9 40 32
33 20 41
11 12 34
19 10 7
34 31 28
30 36 24
31 35 9
17 49 23
39 2 13
12 45 18
20 19 33
13 9 45
1 12 42
13 10 10
20 39 11
16 27 45
21 2 14
32 33 44
9 10 27
10 26 2
33 5 25
42 14 50
3 24 27
41 22 11
24 18 9
19 1 34
4 48 18
18 25 23
47 36 28
41 35 48
24 21 11
24 40 24
8 31 43
49 28 35
23 22 7
8 43 26
47 49 46
29 6 39
40 44 21
6 46 38
22 33 28
8 47 5
28 11 5
38 47 34
18 2 48
50 30 30
17 15 16
14 27 38
6 28 35
48 11 33
38 25 24
45 15 43
15 26 32
39 43 27
9 37 39
2 25 28
34 1 9
40 26 17
18 5 40
48 4 30
34 37 29
3 17 10
21 44 29
23 10 37
8 32 12
40 36 48
45 21 40
17 12 1
18 44 4
25 45 15
46 33 1
15 33 40
33 8 30
12 17 44
3 23 17
8 16 22
50 15 37
23 3 25
41 32 10
28 15 43
6 12 40
49 31 22
4 32 28
30 36 5
20 27 18
21 20 22
19 23 25
34 45 11
3 4 12
30 49 42
24 36 8
27 10 7
25 48 34
36 19 41
40 45 7
27 48 42
27 21 25
5 21 31
17 42 1
10 37 1
35 10 14
11 46 31
25 41 13
47 39 5
39 24 36
10 36 42
37 20 39
1 27 17
30 19 28
35 4 38
50 16 1
25 41 31
9 22 18
26 14 35
33 27 2
32 18 27
8 23 29
22 32 26
3 15 44
33 19 16
20 37 40
46 40 44
34 19 3
23 37 13
12 17 39
20 49 14
22 25 5
44 46 7
9 48 3
26 38 1
29 13 46
39 8 45
13 5 42
40 2 32
16 15 47
32 29 41
1 12 18
24 44 37
29 17 43
34 44 50
19 32 7
28 41 32
21 43 9
44 23 5
5 42 49
24 17 17
1 5 6
3 37 31
27 21 29
35 20 32
23 25 43
31 49 14
50 4 13
36 11 50
8 20 10
34 14 45
19 4 33
36 23 33
33 30 30
3 27 32
5 24 18
11 29 40
29 24 41
39 32 7
2 24 3
26 48 37
40 21 31
50 7 41
36 15 43
3 23 34
2 5 8
16 38 7
20 27 17
25 13 39
48 44 24
22 8 32
36 27 44
20 21 50
13 39 44
36 50 9
35 23 14
24 38 44
16 37 47
8 11 36
49 34 31
31 7 12
1 3 49
45 29 20
40 28 11
27 46 35
3 27 36
26 47 40
13 47 20
7 5 11
44 18 6
4 31 21
42 10 1
21 50 30
24 35 1
4 47 2
33 41 39
46 43 17
33 14 22
32 13 14
50 8 10
23 5 28
45 28 33
5 9 24
39 34 20
21 20 25
31 34 25
30 15 34
27 50 37
24 46 34
34 25 8
5 8 37
43 32 19
2 50 1
49 14 39
48 10 35
2 49 45
35 12 18
19 1 18
41 16 10
48 13 40
23 9 43
46 29 2
6 42 25
17 41 8
18 39 9
37 13 12
44 33 44
5 39 6
12 5 50
26 17 22
6 12 11
40 50 39
26 28 49
25 47 4
18 23 37
44 15 4
22 27 8
28 40 34
30 6 42
24 5 19
1 6 27
36 11 8
15 18 3
7 42 18
41 43 13
1 26 23
43 9 21
1 26 32
32 39 21
10 16 25
10 16 34
9 35 35
15 44 15
13 47 1
4 49 38
24 39 16
31 29 35
38 22 33
11 21 21
34 9 9
27 39 22
43 28 12
7 27 34
48 40 30
25 5 11
4 11 29
9 17 13
30 6 37
13 11 29
24 16 14
37 19 22
34 33 2
30 46 2
33 37 13
29 50 38
41 45 36
7 35 1
