120 5460
94 51 36
70 41 49
66 48 40
109 61 29
106 107 40
112 91 17
96 69 26
4 7 35
71 26 10
7 95 28
80 2 24
85 3 42
112 42 17
74 34 10
36 89 29
8 45 32
38 34 6
80 97 32
115 113 13
25 57 39
106 54 5
120 72 7
19 3 26
59 96 20
32 61 39
67 16 10
83 108 16
58 15 7
21 71 46
31 81 48
62 85 7
98 84 15
1 108 18
35 22 25
59 11 33
74 102 19
42 99 25
86 89 4
116 23 42
4 112 47
53 82 15
26 68 33
19 47 45
31 8 41
5 38 21
27 69 2
51 4 44
82 32 7
107 52 39
50 23 26
56 4 9
67 30 42
109 108 49
108 7 34
42 79 29
90 114 15
43 56 49
78 72 30
1 77 21
37 90 21
37 29 11
80 101 5
94 42 16
102 58 37
119 5 39
71 85 40
46 14 49
117 84 11
75 11 32
65 41 35
80 52 5
1 5 37
59 116 45
118 63 17
82 9 36
23 41 46
78 15 31
21 5 31
33 11 29
94 91 29
108 84 1
102 4 43
88 36 16
114 84 27
44 50 12
80 8 19
12 22 18
95 18 49
6 20 10
21 32 26
8 25 38
63 113 38
24 63 10
111 84 2
22 60 11
86 35 36
78 79 29
102 34 43
114 15 48
70 85 26
17 114 46
38 76 45
50 57 50
82 110 37
22 97 14
43 18 12
8 55 38
78 94 44
79 83 3
112 26 7
93 28 46
22 90 11
15 91 11
67 110 10
20 49 39
19 73 19
14 49 17
71 96 16
19 84 33
51 30 18
17 29 42
36 91 49
52 30 42
105 7 41
108 82 8
93 85 41
19 77 30
20 53 50
105 42 35
50 26 16
39 80 36
31 83 28
49 94 39
42 63 6
70 2 17
45 36 49
56 85 40
48 41 44
10 74 38
97 60 46
102 119 5
11 48 46
88 34 36
32 75 5
108 86 32
82 62 5
23 81 39
33 49 13
90 36 29
26 67 21
35 4 39
104 95 32
17 10 18
54 23 22
25 40 8
2 65 46
74 72 36
47 91 2
117 98 1
26 35 45
103 63 32
38 56 24
105 53 11
53 48 31
94 26 19
48 40 10
52 24 7
113 89 8
64 30 5
70 95 32
80 70 50
105 45 12
60 58 18
10 61 44
4 95 16
102 64 41
97 21 26
96 35 17
52 49 13
51 112 8
66 28 50
17 111 32
87 83 48
78 108 34
106 24 31
91 4 12
42 111 35
39 41 2
44 22 18
7 12 19
35 46 8
8 45 21
28 9 12
25 99 25
38 78 38
80 33 36
99 75 3
11 74 20
29 38 43
33 89 30
49 21 47
109 19 34
53 47 34
120 110 22
120 49 12
112 5 16
76 77 30
50 47 9
2 45 12
6 49 11
106 3 42
88 51 18
16 24 49
22 6 21
100 50 40
81 47 1
75 81 10
39 87 23
60 26 38
17 9 10
1 36 23
91 7 13
33 39 47
5 6 21
69 29 6
36 3 4
14 90 15
55 71 28
113 99 38
65 16 18
2 44 29
26 114 30
66 32 23
3 13 46
22 101 42
9 95 13
92 27 29
1 17 23
101 4 2
35 2 48
23 95 29
91 9 35
16 67 1
29 65 27
2 10 44
68 98 1
95 37 38
71 44 28
102 109 28
57 102 21
91 2 32
70 26 11
70 3 27
16 104 4
53 51 7
78 118 27
68 51 47
39 26 2
35 47 33
88 43 45
61 1 1
14 4 45
59 70 39
23 88 2
53 23 29
64 28 14
61 118 27
5 63 29
45 61 15
53 99 24
81 50 15
98 41 23
88 27 50
64 16 17
32 106 15
107 63 41
4 25 12
18 86 1
39 36 6
45 60 32
28 88 10
69 28 22
81 50 28
109 6 29
16 119 15
52 77 22
65 14 38
33 103 47
80 88 27
71 54 8
48 19 32
71 95 46
58 69 45
110 100 45
53 45 43
19 43 21
100 67 22
32 82 21
120 21 5
59 120 7
60 36 44
85 119 45
39 73 22
80 79 35
18 74 17
45 46 2
107 25 4
40 47 30
103 18 23
89 21 30
6 42 26
111 52 11
1 8 16
54 51 16
16 65 34
93 81 45
66 50 11
104 61 23
87 108 14
109 65 46
4 50 44
3 94 26
50 46 10
43 10 41
2 54 21
45 108 48
94 38 5
27 99 46
52 4 41
77 21 4
26 77 31
11 59 35
74 30 28
85 35 13
109 4 49
55 4 42
74 65 22
26 89 41
114 29 14
54 106 22
62 1 19
50 113 13
40 62 4
77 9 7
6 99 34
37 50 6
54 118 32
21 54 4
9 50 15
28 10 11
106 46 25
81 90 21
34 28 23
29 20 29
47 91 4
20 45 15
90 103 34
106 115 17
48 82 9
81 2 29
72 27 15
52 68 15
114 82 38
44 106 1
35 107 7
11 81 49
32 48 21
53 29 33
117 97 20
7 65 19
29 77 24
101 107 36
77 57 37
20 6 36
115 48 47
59 28 2
102 48 35
116 41 7
40 119 12
105 89 33
107 118 8
105 82 30
13 37 36
116 109 3
23 85 14
28 67 19
114 14 1
93 95 49
60 34 26
36 98 25
6 7 3
16 56 27
114 95 47
93 30 41
85 33 33
40 26 26
101 83 42
35 53 26
15 73 27
77 26 40
32 19 33
66 113 1
49 66 34
61 49 48
105 92 34
118 94 5
15 73 40
15 72 44
102 14 9
29 46 3
86 59 8
25 96 11
16 47 48
114 55 1
59 114 14
58 94 11
14 9 28
98 77 16
18 37 31
4 110 5
100 91 29
44 35 42
39 47 50
91 74 18
118 36 13
70 94 26
29 27 3
51 43 3
58 40 17
82 48 19
71 62 47
35 64 2
86 73 40
58 77 20
96 21 42
15 41 47
120 29 44
46 83 32
3 29 5
23 78 40
29 110 14
32 23 6
2 74 44
50 69 38
61 99 16
37 105 10
17 102 27
59 97 36
113 31 16
111 3 41
94 14 42
54 85 44
97 54 31
23 110 5
69 77 24
19 2 9
25 67 36
12 3 9
120 47 47
24 47 33
99 27 43
64 43 14
46 17 41
65 22 39
86 118 38
93 56 28
43 22 14
53 50 39
62 9 45
118 46 30
25 78 23
56 83 9
105 54 23
19 92 23
89 86 27
24 13 18
29 59 38
98 36 44
9 93 35
26 22 14
11 49 20
1 18 50
34 36 49
107 97 17
87 97 16
100 60 21
46 52 11
91 84 11
49 30 45
63 45 5
111 99 4
36 19 29
2 17 7
107 25 6
28 117 29
74 84 11
86 65 16
83 52 22
18 104 19
85 1 4
47 56 23
71 99 8
87 31 25
107 34 31
76 2 47
99 111 9
109 65 48
66 11 21
96 61 35
102 84 15
22 80 40
108 47 31
17 11 5
13 78 10
104 107 33
5 119 32
92 62 43
11 82 48
90 47 7
17 79 1
52 80 1
113 20 44
65 52 11
93 13 10
52 75 44
91 69 35
57 111 19
34 116 17
34 112 46
115 22 37
27 115 5
97 68 8
33 37 20
97 26 11
9 85 11
42 47 28
112 38 50
80 34 10
99 78 50
79 12 48
96 42 11
5 53 41
77 118 36
108 72 50
120 27 2
114 63 27
41 53 24
18 26 44
108 58 7
16 64 15
77 4 28
14 77 41
81 74 28
9 1 30
74 87 38
16 15 15
15 97 23
23 80 9
13 42 32
45 69 30
73 30 29
43 115 4
61 59 25
73 65 23
23 8 25
32 80 32
104 45 2
35 30 4
13 113 33
104 25 23
83 2 14
7 30 13
105 93 46
89 24 35
11 115 25
58 71 3
27 83 25
15 80 32
65 72 49
11 6 11
119 105 8
56 69 34
78 1 9
108 31 21
12 114 42
53 86 6
51 16 34
11 16 32
63 77 25
103 20 18
79 106 35
14 20 31
110 95 13
16 51 48
75 57 7
101 57 4
5 79 15
10 83 38
63 5 14
95 72 23
83 100 23
55 25 37
50 16 16
73 3 19
102 81 14
95 18 29
69 13 15
68 56 8
14 57 47
117 7 50
111 26 41
42 67 25
6 73 38
106 60 17
25 53 6
53 62 25
88 78 6
63 76 28
86 27 47
105 24 12
37 48 30
18 89 34
96 7 1
58 81 33
99 119 35
51 17 2
20 31 29
69 88 27
64 4 11
25 95 16
12 91 3
86 95 43
76 29 22
42 9 33
51 54 5
54 108 30
57 39 39
86 91 45
86 81 37
14 60 48
26 118 7
41 16 25
33 38 30
49 111 23
30 43 3
30 1 6
120 77 12
73 90 27
10 75 14
23 18 17
101 9 29
72 111 25
47 87 22
31 42 20
120 116 17
112 14 16
19 50 41
28 105 21
88 81 20
52 34 46
113 90 35
71 111 7
112 51 19
3 110 25
79 24 21
103 94 22
45 108 39
80 83 50
112 104 30
108 17 33
14 110 16
90 24 12
75 32 5
63 3 23
8 7 43
27 69 50
33 46 1
55 46 30
100 70 27
66 87 18
72 11 49
91 88 37
7 4 41
35 80 27
3 10 36
83 93 38
60 118 49
74 88 37
54 110 24
65 94 10
37 4 2
66 75 21
90 119 33
33 48 23
50 78 23
105 11 7
108 72 39
68 81 12
31 13 45
69 56 9
26 62 33
31 5 46
11 5 45
91 67 48
36 23 4
59 35 33
41 49 15
75 24 32
85 117 5
31 10 16
117 16 22
93 91 29
40 119 3
68 38 5
37 52 32
37 68 13
25 39 31
40 73 8
62 30 40
105 75 18
36 98 16
96 99 8
17 118 41
73 69 23
28 21 15
69 2 28
80 7 13
84 12 21
17 92 25
33 24 42
111 92 45
109 98 27
107 76 15
57 87 40
31 63 13
50 47 2
17 62 38
51 77 33
78 95 47
77 110 1
116 77 31
120 83 16
61 102 50
22 10 25
117 110 33
10 106 11
72 37 36
117 103 30
11 77 14
3 97 33
67 27 19
24 78 45
116 65 34
94 27 13
78 72 12
96 52 43
109 113 38
87 40 23
96 112 30
14 115 14
42 65 5
22 70 25
109 13 36
108 68 39
99 115 13
94 107 19
106 53 3
95 67 31
100 49 36
63 95 30
23 55 47
52 6 1
40 85 47
94 42 11
117 81 1
30 28 31
12 76 7
31 26 39
80 61 49
90 70 24
75 71 41
12 37 15
98 118 34
56 26 5
77 79 17
57 34 14
30 20 32
110 21 25
119 73 30
52 105 20
46 25 31
30 76 48
95 101 42
103 47 4
41 96 37
116 31 8
98 64 40
27 33 6
53 15 36
97 49 28
113 54 4
46 96 32
85 17 14
80 54 22
82 66 26
80 70 3
74 27 44
115 62 41
23 94 1
76 37 6
40 78 33
63 71 49
25 85 30
104 27 5
80 76 23
27 51 9
95 3 18
73 16 43
104 39 15
30 80 8
50 72 6
12 105 37
63 15 9
102 103 43
104 115 10
39 46 33
116 95 19
2 70 9
108 101 16
68 93 22
100 59 29
83 106 20
104 27 18
25 75 35
109 9 23
42 63 1
19 114 28
87 31 16
79 73 23
49 3 37
104 19 19
62 59 4
115 20 6
47 79 38
92 85 18
86 80 5
1 8 22
96 34 44
19 38 46
50 83 6
7 73 22
60 35 40
106 97 7
66 72 5
52 15 48
21 43 10
5 54 15
100 13 47
55 87 33
16 18 49
43 1 42
107 27 32
98 74 6
71 27 28
10 32 22
56 20 40
20 101 48
71 11 20
36 90 47
50 83 19
109 50 50
79 61 39
54 92 9
76 101 6
108 28 35
74 46 15
78 115 19
114 6 36
107 7 36
99 29 41
68 64 47
53 25 15
32 62 20
78 9 37
17 44 24
115 63 42
114 21 21
32 97 14
86 82 40
13 114 34
32 74 30
51 41 2
28 25 2
62 49 42
37 80 12
37 38 15
16 120 22
86 112 40
107 83 44
36 11 9
42 76 36
117 28 34
40 57 29
27 12 15
18 61 5
71 38 4
106 61 29
59 76 49
61 13 21
113 58 6
72 37 12
60 110 14
82 5 47
47 6 6
24 90 31
60 80 27
19 79 5
41 14 49
1 73 45
57 3 48
1 108 2
47 96 20
36 17 42
71 33 23
76 99 26
2 91 15
48 118 48
46 60 15
83 13 5
80 104 45
42 50 9
53 1 47
80 46 40
119 2 5
4 85 49
115 93 14
21 63 7
2 79 18
90 38 4
23 79 43
62 80 10
35 44 40
9 94 49
38 105 17
11 50 34
113 11 41
22 33 24
94 119 18
61 74 3
105 2 2
43 91 27
54 55 24
118 29 3
86 1 9
110 64 34
30 42 39
42 37 29
102 120 10
114 8 16
73 26 7
41 74 8
101 82 14
107 40 39
43 90 44
46 59 18
3 26 50
57 85 25
62 26 29
46 112 29
73 33 23
54 108 21
19 9 5
42 18 29
1 42 37
3 70 12
79 51 35
120 12 46
90 14 23
18 54 44
113 26 15
19 87 46
119 68 38
100 111 3
92 81 47
93 100 27
9 98 22
49 81 27
9 40 17
57 1 17
86 72 36
17 113 20
67 38 10
66 106 33
59 85 45
74 20 43
87 97 9
111 23 2
31 60 28
43 6 12
91 20 19
52 118 31
118 106 50
81 109 27
115 85 3
13 103 47
19 68 22
74 1 6
73 104 50
96 32 24
114 118 11
99 42 10
49 11 38
99 118 5
31 117 23
14 49 27
84 116 40
113 90 39
7 43 24
84 90 24
28 43 49
81 19 2
115 80 22
30 109 27
104 26 37
49 84 4
23 5 41
12 115 43
58 31 16
2 19 35
49 79 10
1 40 33
72 43 5
45 89 6
109 38 42
65 6 9
119 106 22
18 103 42
8 30 7
66 40 31
11 24 49
2 30 22
95 92 37
113 18 4
69 87 23
20 3 13
12 6 5
117 116 15
6 64 48
94 70 22
5 46 31
13 80 38
52 68 10
110 57 35
24 65 14
42 35 24
99 89 30
55 117 48
50 66 30
5 44 42
86 14 29
100 109 12
56 81 11
45 54 38
12 50 24
16 56 9
15 55 19
37 94 33
32 119 17
78 107 35
40 19 5
75 95 37
65 84 39
4 83 16
87 101 35
51 21 8
53 93 26
41 109 46
55 68 24
47 71 16
93 111 25
120 15 11
11 74 17
34 62 5
112 31 29
108 46 16
108 119 6
11 28 22
84 91 25
15 73 22
66 1 48
91 19 7
56 27 30
15 100 17
23 61 15
32 75 44
2 98 20
13 105 40
104 59 27
23 38 31
49 1 48
120 71 10
83 20 10
86 67 2
30 52 16
16 32 28
72 108 28
88 39 18
88 58 31
41 112 47
87 40 14
22 86 24
88 111 42
18 101 11
24 119 50
53 72 50
107 45 22
76 6 42
53 104 2
6 104 41
51 34 30
55 59 28
110 75 10
42 72 12
24 64 6
57 48 11
42 75 17
100 105 43
11 87 39
111 8 17
57 102 18
22 89 42
91 120 21
70 82 24
115 47 34
52 13 8
101 48 18
118 109 11
10 86 32
98 64 31
50 87 23
42 90 15
100 95 48
78 22 33
38 42 33
106 82 11
65 95 11
84 40 45
94 14 37
120 10 2
108 48 47
22 46 35
47 104 6
8 96 25
101 28 22
58 88 42
66 30 27
12 64 14
109 1 19
38 46 44
109 74 9
33 80 20
77 25 27
101 14 16
102 15 29
71 61 45
12 52 17
105 12 21
31 53 14
117 18 19
105 56 27
80 88 24
1 22 43
86 30 41
117 94 14
93 28 45
26 108 49
85 34 42
17 29 28
107 46 47
2 89 13
61 82 33
16 8 36
15 52 18
9 12 41
49 69 32
94 101 32
115 41 43
98 40 50
11 117 11
87 32 3
33 109 37
67 60 13
84 70 34
12 100 47
57 72 33
84 104 32
85 83 38
88 49 37
110 62 5
98 33 23
45 29 8
19 65 32
19 7 27
27 23 48
48 78 46
22 54 19
113 25 33
43 12 47
93 62 5
114 75 6
52 98 50
69 87 12
50 117 8
98 78 8
5 35 6
6 30 39
94 10 24
31 17 36
27 87 46
35 6 47
71 113 35
58 87 34
31 13 38
62 77 11
115 86 17
120 106 48
50 105 11
97 109 4
81 113 2
67 112 27
83 70 33
47 55 48
94 33 21
68 69 8
74 113 36
72 73 7
47 90 42
12 6 7
37 15 22
110 54 32
106 24 17
113 84 50
10 26 49
120 117 48
56 65 5
17 51 44
63 4 41
43 16 20
33 47 19
26 43 2
28 115 20
5 83 49
73 76 32
95 24 15
64 59 21
20 69 35
103 120 2
30 117 13
21 9 45
101 30 28
28 106 28
105 9 20
15 96 8
61 84 26
25 71 46
17 27 50
76 79 38
8 93 37
13 78 47
60 22 26
62 94 44
24 41 35
46 12 2
70 103 2
100 31 26
69 120 2
1 59 6
84 69 22
26 68 21
47 100 35
49 29 4
89 79 36
41 71 11
53 74 4
118 6 10
3 1 35
2 44 28
120 78 28
40 14 39
53 67 1
64 84 40
52 112 40
108 49 19
101 13 50
71 58 33
56 79 33
111 95 15
50 92 6
93 4 11
66 5 10
89 76 7
72 8 41
31 3 48
18 101 26
25 72 14
64 99 1
92 93 35
99 92 35
111 56 36
39 104 5
65 26 21
117 72 2
87 62 30
5 62 32
71 119 39
23 108 37
13 86 31
106 59 29
82 107 20
8 4 24
9 40 8
111 97 50
13 115 35
48 88 10
64 68 4
103 30 6
106 82 26
14 56 45
15 4 3
99 105 44
105 22 31
72 77 22
100 53 2
105 79 13
51 15 21
116 3 9
46 98 3
39 43 21
100 64 16
96 73 16
12 82 19
79 120 7
72 84 38
39 61 11
91 100 16
24 81 41
18 21 5
35 9 8
29 5 41
61 77 41
23 82 10
105 37 29
112 77 30
82 7 44
68 91 26
21 4 35
96 80 32
14 83 16
102 42 2
111 52 10
38 43 3
98 112 49
100 101 32
5 59 2
30 65 12
116 90 31
21 94 49
25 58 37
41 43 4
74 5 21
13 43 13
55 106 39
95 2 14
47 67 34
9 74 8
15 93 47
10 50 32
36 49 2
91 106 22
88 94 24
14 52 19
119 60 18
49 26 3
111 82 23
51 78 49
114 109 6
37 99 5
97 41 10
110 61 24
118 22 22
45 86 5
40 20 6
77 53 12
73 81 2
102 53 15
100 74 46
42 69 13
35 33 44
102 71 32
46 18 39
19 37 42
29 20 28
68 53 2
95 107 26
51 1 44
85 41 5
64 120 7
39 30 3
112 73 4
93 114 8
85 50 10
27 119 13
87 48 42
112 75 50
38 48 26
38 67 39
64 32 15
54 82 27
114 65 33
75 107 38
10 19 48
32 31 16
23 80 6
80 93 11
14 79 3
4 87 18
78 117 47
109 114 30
105 28 22
28 35 29
101 44 36
15 108 7
38 1 48
16 47 21
103 85 10
56 11 13
72 56 31
89 107 30
11 55 8
4 75 21
75 90 47
116 63 7
118 76 1
60 68 23
65 69 41
20 1 24
74 105 1
108 103 2
104 71 28
7 117 19
28 38 17
63 73 11
73 22 40
108 38 21
25 105 46
30 3 7
81 98 48
12 53 29
74 109 12
40 14 28
49 66 33
23 102 20
10 57 6
23 79 36
73 10 43
82 62 48
46 102 18
90 94 13
100 103 25
100 19 31
86 1 2
92 98 18
2 44 30
7 112 38
75 71 23
51 99 42
74 9 23
69 100 8
52 73 50
47 30 35
111 79 9
35 17 34
89 18 4
18 66 34
104 72 40
4 56 10
107 58 22
59 116 35
98 57 19
89 106 9
38 35 21
44 99 2
9 15 4
15 25 38
119 92 38
51 31 5
6 119 43
91 34 42
34 53 26
4 28 5
64 11 11
45 79 33
62 109 33
45 63 25
92 40 2
4 113 5
106 59 31
86 79 32
73 55 17
118 65 29
14 24 1
89 6 20
63 117 39
32 64 19
63 120 44
89 40 18
118 104 34
53 34 30
17 120 29
23 98 7
105 79 15
84 75 19
61 86 35
81 6 43
47 4 21
91 47 7
48 79 20
112 28 19
76 100 33
15 33 9
77 15 43
73 62 46
40 103 34
57 47 31
112 40 29
109 92 16
102 15 46
84 63 22
59 77 15
17 2 50
56 9 35
75 70 15
7 50 20
62 117 4
103 57 16
60 47 32
75 104 13
30 114 14
8 114 45
96 54 18
35 57 27
58 4 14
93 27 39
8 56 40
7 13 30
54 32 4
50 51 12
84 43 26
112 23 38
18 4 16
8 68 50
62 47 2
115 34 20
112 39 19
71 118 20
62 24 18
115 110 15
57 118 45
115 49 5
88 41 42
12 28 40
86 87 16
81 44 1
49 82 45
79 24 31
79 100 26
82 34 17
62 35 5
73 100 4
35 18 48
104 49 27
108 74 25
95 115 14
70 46 9
6 113 41
85 76 15
58 75 28
9 96 11
16 34 1
49 63 8
79 91 34
59 46 31
94 28 18
103 36 40
89 39 10
107 105 44
2 113 26
62 69 16
105 82 5
55 110 1
9 1 16
84 19 45
94 51 15
104 37 43
108 62 4
1 97 34
33 24 26
30 71 33
114 24 34
39 76 13
113 40 11
69 9 28
100 48 8
110 83 40
25 57 18
21 83 22
76 84 23
34 20 38
38 89 42
112 91 9
90 18 31
22 17 49
96 53 10
55 37 7
40 19 11
57 109 25
88 74 19
60 41 30
39 18 21
94 57 48
117 4 35
52 78 20
20 69 39
95 49 12
6 51 10
10 76 8
81 49 37
57 75 40
25 68 45
12 68 33
12 109 34
97 99 46
69 36 36
109 79 24
29 116 50
74 21 9
108 38 23
67 16 2
20 57 42
58 101 2
52 43 39
60 14 31
56 87 23
100 117 33
40 74 44
107 36 10
68 70 37
94 107 3
12 109 47
26 68 25
103 96 12
14 119 9
93 89 46
8 32 44
91 9 25
108 60 24
56 52 42
12 2 42
17 38 17
51 38 34
107 89 34
85 90 5
87 28 23
25 65 2
66 46 15
90 75 15
59 70 29
10 29 43
80 68 49
114 1 8
87 21 20
87 62 21
67 34 45
4 88 45
44 30 49
116 75 35
38 58 34
30 27 32
4 40 4
36 1 1
45 53 6
120 96 35
41 40 18
86 107 39
43 78 42
53 46 16
90 116 29
5 111 36
75 98 33
32 41 24
97 12 22
81 38 8
73 60 13
104 53 42
45 44 14
90 111 35
63 90 46
100 120 47
82 12 16
20 88 10
79 16 49
106 1 28
83 41 47
94 64 22
37 54 22
114 102 49
39 46 17
59 85 40
27 74 17
24 104 16
71 49 41
112 40 18
83 13 42
67 74 49
105 95 25
48 83 20
103 99 2
65 58 47
65 16 50
41 23 40
27 74 30
50 102 3
67 109 19
52 76 42
51 120 24
11 78 25
109 46 23
60 91 40
76 78 30
71 110 10
42 19 49
2 12 14
107 80 27
1 33 12
26 1 26
96 8 25
39 114 39
66 72 2
92 39 20
42 24 19
89 50 37
8 58 7
64 21 43
48 66 42
91 79 31
97 82 2
47 7 24
52 75 32
37 76 49
114 89 18
66 26 7
112 53 40
50 71 6
16 55 49
97 33 2
114 82 15
42 35 6
17 47 13
79 61 36
37 106 49
102 30 22
101 12 5
13 65 18
55 45 46
35 3 48
14 66 42
71 94 28
84 117 47
64 29 1
112 68 38
68 18 49
2 90 44
39 37 10
115 90 34
9 57 34
66 111 40
89 103 10
3 86 19
44 47 3
66 119 22
93 76 26
88 26 4
108 50 9
82 47 41
68 45 20
48 46 8
31 35 21
107 106 1
13 41 37
4 48 30
72 83 17
31 81 29
96 106 23
108 114 7
103 85 14
105 97 18
47 10 14
47 96 17
14 51 2
60 110 24
27 41 29
113 8 20
11 31 5
22 75 5
91 51 11
17 11 48
15 31 33
15 72 34
43 33 33
83 31 19
82 99 42
44 27 20
24 2 49
21 73 49
68 58 29
19 74 21
75 30 13
92 101 14
62 45 13
112 37 30
51 16 35
81 91 49
1 84 5
94 24 7
39 28 27
67 23 20
31 50 32
39 88 41
43 56 30
42 75 12
40 62 49
22 70 24
95 113 25
45 79 11
100 79 22
104 62 23
8 21 8
101 35 44
89 23 2
34 102 17
93 68 2
108 51 34
87 28 25
44 34 49
115 23 22
54 77 22
106 67 21
106 108 22
63 46 29
115 77 29
86 19 36
58 1 28
110 28 27
99 19 21
53 69 29
24 74 5
26 29 31
65 109 25
10 77 35
41 42 29
40 66 9
80 8 13
91 15 33
17 109 33
81 38 10
67 82 37
25 9 21
69 111 12
86 19 49
94 76 21
64 87 10
95 96 47
81 75 13
101 119 27
6 53 43
53 117 19
18 100 49
51 3 4
81 11 28
108 71 2
20 30 7
14 109 49
103 25 42
71 95 38
81 48 31
54 49 30
24 92 8
104 92 12
111 71 40
74 61 41
108 17 8
101 57 34
105 76 14
52 16 17
90 4 45
95 21 7
104 114 13
31 90 25
60 8 31
109 16 25
27 58 24
20 37 36
44 48 13
67 33 26
10 104 19
22 107 12
23 47 22
112 97 15
39 95 15
31 59 15
95 86 1
92 111 33
89 62 36
89 23 44
15 58 19
42 51 3
79 100 17
72 45 35
119 64 9
70 12 2
99 22 11
71 15 17
79 31 38
51 20 37
7 45 43
116 119 41
50 29 11
33 78 11
92 4 41
28 54 46
46 15 27
55 33 38
114 100 7
98 78 16
11 81 28
59 34 25
108 111 32
83 63 25
34 46 32
66 109 20
87 30 18
113 54 45
81 85 19
13 58 17
14 66 44
119 115 44
63 96 26
42 118 19
96 37 44
7 60 41
108 64 41
120 3 49
118 90 24
93 42 17
74 117 15
14 35 34
32 115 3
33 10 11
11 42 49
36 15 6
36 120 22
92 72 50
9 19 10
59 113 38
99 77 30
