100 1900
100 77 48
51 71 20
24 69 44
46 61 34
86 3 38
10 67 23
36 83 46
13 46 47
11 85 38
43 25 6
57 72 35
6 68 19
86 57 14
31 14 15
51 4 2
87 50 36
25 13 29
2 65 21
94 82 33
99 76 12
33 67 19
85 98 19
61 39 27
92 20 2
43 21 13
45 13 2
65 74 19
90 92 34
42 28 21
6 56 22
69 53 17
67 54 33
22 87 18
94 59 27
33 93 49
13 92 27
15 24 33
5 81 3
82 6 33
27 17 12
32 85 20
16 94 9
48 21 44
54 46 35
10 35 25
9 92 34
57 81 16
81 70 29
73 19 50
28 32 21
21 11 33
59 54 28
81 84 49
49 15 30
69 18 36
20 67 25
72 33 45
18 60 49
29 88 42
94 17 43
44 9 18
28 8 50
52 70 47
47 95 1
29 42 11
90 60 36
23 70 8
56 66 18
87 72 13
36 60 30
98 15 47
31 36 28
9 51 15
96 61 22
42 80 22
37 56 20
67 84 46
79 98 48
27 4 27
78 28 21
64 78 10
45 1 23
60 85 1
77 60 28
61 20 45
17 43 29
76 1 10
97 21 50
33 66 21
30 89 43
61 55 39
86 28 39
20 32 16
44 21 5
6 48 49
91 99 9
36 29 19
82 83 19
90 91 36
97 59 18
56 76 44
67 8 33
45 8 39
56 100 29
88 37 9
19 51 38
38 15 6
80 28 31
66 100 40
1 6 7
13 33 29
28 84 35
72 59 28
55 94 45
11 16 39
31 17 5
68 38 13
75 11 42
43 42 16
26 4 49
39 89 43
86 62 50
53 9 31
64 55 17
16 35 47
15 66 10
96 44 44
60 31 20
93 87 44
85 94 6
48 84 7
59 90 38
53 65 47
53 58 8
82 39 46
42 22 48
68 37 25
16 37 12
88 1 41
33 5 37
86 21 26
78 24 18
74 17 37
9 65 2
1 51 27
3 17 27
22 52 17
49 9 15
38 97 29
98 20 21
54 2 29
91 51 43
69 44 10
89 76 19
2 35 48
49 74 37
27 48 41
27 64 22
89 18 50
76 68 8
47 24 42
76 26 47
13 47 38
70 32 37
45 53 50
73 45 36
9 36 36
49 74 14
1 12 17
58 51 12
20 93 12
3 54 43
47 97 4
89 7 18
94 62 7
29 91 9
18 98 10
31 38 31
49 65 50
65 42 13
27 56 31
67 87 14
37 3 7
98 57 42
96 10 18
94 8 8
84 94 30
29 3 17
23 37 25
97 34 26
38 5 21
29 79 12
19 62 33
68 66 19
65 57 34
74 16 40
61 57 5
13 70 40
70 18 8
23 6 42
98 87 42
17 7 41
5 96 50
47 49 25
13 55 32
3 50 27
49 30 41
48 80 17
7 90 4
42 85 48
36 100 13
69 34 48
79 93 30
8 40 8
16 50 11
70 51 18
90 70 32
93 52 44
64 4 8
50 57 4
20 53 50
86 88 1
43 45 20
15 21 44
2 63 11
33 20 1
67 49 13
50 11 9
23 90 26
13 93 13
91 95 34
30 27 20
16 31 11
83 15 28
15 11 8
30 72 27
78 18 16
61 93 38
96 16 37
8 77 29
100 86 37
85 62 29
10 25 10
43 17 19
19 45 32
68 80 42
32 6 27
57 46 30
54 30 25
4 69 32
14 75 37
69 37 48
5 76 44
10 9 7
93 46 39
62 1 17
19 7 41
93 66 17
27 77 33
11 14 3
28 17 49
93 81 33
40 85 22
35 9 10
89 35 37
73 47 39
8 77 6
13 9 4
6 68 44
5 50 27
77 42 38
97 25 42
83 38 2
5 27 43
2 38 29
7 19 32
51 29 20
43 1 24
67 60 17
12 36 31
18 50 11
16 84 12
49 7 38
29 66 30
37 3 49
44 98 23
25 66 38
31 64 18
95 66 23
31 22 21
11 82 34
13 81 6
68 12 41
61 58 43
65 90 24
93 51 23
56 58 26
88 98 19
87 95 45
63 82 20
63 29 14
16 11 5
19 69 6
69 90 50
67 96 32
58 56 38
72 75 30
17 86 3
31 52 20
92 11 40
58 18 11
75 28 9
26 29 20
95 5 26
57 18 42
7 57 49
95 69 47
85 31 8
96 69 15
12 24 47
66 33 21
61 96 24
68 34 14
13 100 10
57 27 19
68 94 28
86 6 41
16 66 33
62 42 21
20 89 45
72 56 30
90 43 13
5 15 36
61 89 20
21 22 21
47 89 45
96 61 24
68 90 35
7 76 17
2 40 41
59 95 44
100 55 34
30 41 33
83 96 31
37 45 49
35 79 18
52 6 41
89 69 15
88 40 44
64 43 32
68 60 26
98 28 1
11 50 26
1 84 36
18 44 33
69 29 6
76 73 14
94 92 29
43 80 9
42 75 43
88 90 22
28 39 29
8 59 30
10 65 22
48 13 8
11 65 46
36 84 50
8 94 24
46 18 31
1 17 23
9 98 24
91 21 9
19 73 41
72 100 39
8 94 1
1 86 14
13 41 48
41 43 48
2 71 32
28 1 15
49 92 15
38 20 40
92 10 38
73 45 25
83 77 20
1 62 43
59 60 31
29 90 33
39 93 33
60 33 44
24 86 46
58 92 38
76 45 27
89 82 37
15 38 11
73 94 39
41 86 23
84 91 8
38 62 14
93 55 48
59 14 36
10 49 3
98 76 44
80 43 7
98 41 23
68 63 34
52 13 24
1 50 46
86 80 32
31 99 7
66 81 32
47 55 9
62 37 20
22 71 23
32 38 1
73 77 48
86 55 16
40 91 2
63 31 6
30 66 19
80 46 25
32 60 25
47 42 11
20 15 35
64 57 31
68 46 43
76 22 28
1 35 16
61 37 29
93 78 49
11 96 14
60 33 34
27 48 33
82 62 4
81 92 2
97 45 42
45 11 4
36 31 24
90 16 50
15 40 47
36 54 7
60 7 17
29 55 43
36 88 5
49 39 12
42 70 34
45 78 35
33 22 36
60 33 11
67 6 40
65 7 12
61 88 8
99 11 50
75 59 41
62 14 27
43 82 48
51 26 50
91 78 7
33 18 38
91 68 42
15 75 18
82 23 25
62 17 37
97 71 49
86 45 41
26 48 19
91 53 35
85 80 30
67 6 17
67 25 30
19 42 10
39 62 26
9 100 26
9 79 3
93 10 21
12 85 43
14 7 35
51 41 6
81 82 27
94 45 8
14 65 18
36 57 8
58 27 10
97 94 46
74 98 42
99 15 11
92 54 37
19 12 1
25 96 41
91 50 42
8 77 31
21 20 34
92 59 8
34 55 27
99 26 25
22 84 22
74 38 32
30 73 2
12 25 10
82 23 15
86 87 28
34 67 37
21 88 24
70 85 8
33 94 22
3 23 15
70 73 33
92 85 38
49 63 43
49 83 21
98 21 6
43 20 40
76 85 33
32 54 46
100 67 2
69 95 32
25 17 26
31 7 2
48 89 12
8 42 22
60 8 42
41 6 49
20 64 28
26 17 35
17 10 33
24 76 29
60 34 36
46 64 48
82 15 29
3 25 37
6 7 49
20 75 15
76 54 22
10 16 2
45 92 34
70 46 34
49 90 15
78 55 16
45 93 35
13 38 24
35 14 44
66 25 42
56 61 38
55 69 17
36 18 19
40 23 39
3 41 22
81 78 1
40 75 49
35 18 50
34 2 19
50 96 35
31 26 6
79 31 13
63 9 15
100 85 46
70 7 19
37 76 26
66 44 32
3 52 9
10 38 39
7 96 20
54 53 19
4 99 1
52 26 8
87 33 26
2 71 31
85 2 45
50 13 19
24 7 40
80 44 25
53 17 49
12 73 3
98 80 36
75 4 16
98 72 32
37 15 28
85 90 50
40 43 7
68 98 13
62 54 10
15 76 37
15 100 22
97 47 12
91 48 11
49 78 8
28 32 15
48 23 47
78 99 26
45 39 31
79 4 22
42 27 33
25 84 1
52 2 14
68 75 7
2 72 8
51 62 40
24 22 1
26 19 24
55 93 48
7 31 2
19 93 44
11 88 32
33 25 6
92 37 39
40 3 32
80 32 41
27 56 32
71 58 36
87 67 14
64 97 18
32 7 49
21 67 20
59 86 36
52 64 2
45 56 33
49 100 44
45 68 7
63 54 25
94 20 19
45 68 43
90 14 40
72 18 8
71 58 13
39 16 40
71 28 27
24 29 31
69 39 43
92 48 30
67 87 28
62 42 3
2 10 23
77 51 36
21 17 32
65 60 17
69 96 24
17 3 49
93 19 12
11 76 48
58 20 15
54 28 27
78 33 48
31 99 32
58 100 44
53 16 28
5 13 30
13 64 10
89 48 46
63 58 13
87 66 39
49 5 26
67 52 47
16 36 6
43 33 46
42 75 12
50 94 44
50 31 24
93 63 31
36 73 46
62 3 29
64 95 24
30 93 2
33 15 44
59 32 32
62 60 11
36 66 6
55 28 12
38 44 17
5 78 28
58 55 27
58 24 39
58 70 6
95 72 1
35 93 33
85 74 4
32 56 29
9 21 10
46 17 18
68 51 16
64 12 3
2 61 36
90 48 4
39 20 13
74 10 5
38 43 29
71 81 5
42 52 19
22 65 43
14 46 16
11 76 15
61 2 50
92 55 14
91 42 50
90 66 30
92 24 26
19 87 43
10 89 45
89 75 3
51 49 35
42 92 32
5 99 41
12 9 50
76 3 7
35 50 25
7 81 22
97 3 32
35 61 34
86 49 49
47 41 43
85 46 12
27 20 43
51 45 42
71 64 50
83 67 43
89 67 39
86 11 22
92 20 5
72 53 44
40 92 16
25 33 19
2 19 29
15 93 50
52 57 18
72 8 14
79 81 13
92 4 38
96 8 37
10 54 41
96 20 11
47 95 27
22 92 28
39 68 20
13 24 16
15 32 48
71 38 10
88 95 27
43 13 25
2 31 16
68 11 31
97 71 41
66 86 33
96 95 46
92 73 29
4 53 33
85 30 21
53 68 9
25 29 3
59 8 41
89 20 34
28 74 34
20 2 19
30 91 35
55 77 5
73 43 14
26 47 23
46 11 39
38 14 31
49 71 26
18 11 23
53 25 24
45 47 29
77 69 36
64 82 19
70 13 3
78 1 42
38 25 45
18 65 36
73 72 49
75 92 20
23 38 35
56 1 17
25 92 35
90 50 7
3 71 11
87 38 9
1 29 21
10 61 48
52 44 46
98 93 18
39 18 45
85 26 41
14 36 45
25 47 5
7 80 37
85 10 38
10 68 28
49 55 36
17 80 48
81 28 38
20 1 50
18 19 18
56 49 43
67 43 7
42 39 19
61 81 48
27 34 48
74 98 24
83 97 23
77 84 6
92 33 45
58 59 29
76 34 36
21 53 13
48 84 46
85 25 31
95 42 10
17 50 39
4 56 46
96 53 24
29 35 14
15 8 49
66 97 23
45 8 32
39 90 24
4 52 12
45 66 10
79 30 5
81 66 19
37 15 30
12 95 29
27 79 32
87 48 48
86 51 29
53 46 50
99 89 4
86 70 42
67 100 1
36 40 35
95 61 37
31 78 8
23 27 29
5 11 19
61 84 8
95 22 45
29 95 5
18 27 12
94 31 45
17 70 30
65 3 48
63 73 27
62 50 19
94 70 9
3 40 26
82 6 6
100 1 16
42 68 8
26 95 21
43 38 16
46 26 40
5 63 43
50 84 35
26 64 33
76 91 8
55 37 11
17 30 50
41 82 3
8 56 1
1 73 44
98 72 24
75 57 20
35 90 21
89 27 7
33 89 1
38 25 2
32 53 23
7 90 30
11 96 15
7 29 20
6 32 1
70 86 29
54 79 18
43 30 25
36 96 5
62 91 5
68 82 2
36 8 41
74 51 36
61 19 17
73 13 41
77 26 9
75 53 27
57 26 8
20 43 26
49 81 10
69 92 20
94 5 19
28 26 48
88 70 2
44 65 48
30 36 10
16 88 41
99 86 2
49 99 36
26 2 48
39 55 10
66 20 12
1 81 2
37 12 49
52 96 27
50 16 6
44 4 10
26 3 49
82 13 12
69 8 34
12 79 28
31 65 13
84 34 8
26 82 49
62 22 9
98 64 15
70 86 19
37 41 4
62 14 41
89 48 25
67 82 49
11 98 50
94 56 18
23 44 34
93 25 6
52 42 32
55 89 24
51 3 16
95 33 39
25 57 2
91 85 1
43 36 36
42 86 6
81 98 44
41 93 20
68 77 34
42 66 27
21 51 22
51 26 41
27 48 37
91 55 14
89 32 30
1 27 21
9 43 36
81 40 44
40 9 30
13 6 2
14 34 44
86 80 26
7 25 30
32 93 39
47 83 29
67 15 13
44 79 35
24 78 13
71 64 39
43 20 41
37 43 4
86 53 8
87 1 22
78 22 7
17 28 47
85 13 3
6 73 18
71 4 24
19 76 35
5 54 36
70 100 29
26 22 29
27 66 4
48 86 44
35 34 47
23 2 27
42 37 18
1 29 43
86 57 19
52 22 49
3 35 3
85 83 45
82 27 4
96 47 17
33 26 23
65 20 48
76 77 43
2 19 31
15 71 28
25 32 25
41 46 19
81 83 32
42 82 3
6 99 25
16 15 14
27 92 11
41 19 38
39 65 12
80 26 23
93 20 15
23 100 22
19 87 35
82 59 49
77 31 21
57 97 2
7 54 19
80 29 33
18 57 43
55 37 43
50 47 35
38 86 45
19 94 15
70 20 31
67 4 50
98 55 3
53 14 40
69 13 47
62 58 4
77 1 6
43 20 44
35 83 50
42 16 6
13 72 35
45 17 31
90 57 35
34 4 42
30 51 44
7 76 20
24 19 15
5 95 40
20 25 41
51 63 24
7 4 31
89 66 8
73 4 24
96 23 36
97 32 28
60 46 14
11 55 23
97 2 42
57 42 20
42 84 38
83 70 17
10 95 34
72 49 43
47 34 9
94 10 21
77 79 24
85 76 8
88 56 28
14 97 21
52 41 43
42 31 4
8 75 36
7 57 19
26 92 46
48 1 1
63 86 1
55 7 46
84 86 7
45 69 32
93 9 9
92 26 31
66 2 4
56 99 10
64 10 15
92 37 40
41 99 6
54 40 48
2 60 12
82 2 12
6 63 46
18 79 34
50 100 14
7 98 34
82 2 48
76 92 7
38 37 6
6 57 8
93 99 23
44 51 23
79 61 17
75 11 24
81 39 26
100 43 30
74 38 16
94 55 19
10 19 7
20 66 45
5 88 4
86 6 24
73 95 29
20 99 42
62 7 46
91 52 13
85 59 30
39 63 8
30 35 44
71 13 20
78 65 32
88 1 23
52 28 35
91 77 42
86 13 4
88 93 26
65 22 27
18 90 34
99 67 23
38 74 28
11 42 28
95 64 49
43 56 31
89 79 43
6 36 24
51 66 14
38 48 11
57 82 36
61 34 50
32 8 40
48 54 16
33 65 46
51 17 14
17 8 34
79 56 13
34 7 46
6 43 40
44 46 24
26 38 18
87 94 7
94 61 24
43 48 45
71 89 5
76 83 46
65 30 21
62 88 2
99 16 11
89 59 46
75 72 6
14 96 13
46 79 30
55 10 36
66 54 30
97 91 48
69 48 16
41 5 27
23 84 2
77 60 3
99 54 15
98 22 38
95 94 3
14 73 7
55 40 36
3 99 9
42 45 16
8 92 23
13 51 44
68 71 8
51 53 6
15 71 50
86 87 41
46 29 42
41 100 12
68 66 14
98 3 38
52 59 2
69 43 35
92 78 11
88 84 37
81 57 37
57 74 4
88 83 41
76 25 31
26 56 34
91 80 32
73 97 32
73 58 40
43 49 8
72 46 41
87 84 46
50 8 22
72 4 44
34 97 27
5 10 19
99 5 5
95 86 25
73 20 49
59 23 44
24 27 41
88 22 44
87 20 2
100 75 10
19 8 47
5 92 29
85 81 24
52 49 28
32 97 11
82 92 9
58 34 6
88 75 27
85 4 42
86 79 4
30 12 8
62 81 28
63 29 42
48 78 42
54 20 35
84 28 46
49 50 4
92 96 27
68 43 34
82 57 29
57 93 21
24 68 27
7 31 25
18 96 24
15 40 7
29 96 35
19 34 17
45 9 39
18 15 35
43 21 20
48 90 29
18 11 37
41 27 44
14 67 33
96 27 18
27 9 15
72 49 19
74 100 14
54 92 9
71 99 25
46 38 48
61 48 16
8 31 6
12 77 27
68 7 29
99 67 32
38 91 40
46 61 31
26 39 10
55 45 49
36 95 17
25 1 16
77 80 37
12 81 33
87 15 39
57 92 10
99 75 8
25 55 23
20 63 34
96 39 5
85 86 42
67 39 46
42 12 38
59 83 39
99 79 14
98 77 29
41 75 33
44 10 26
67 51 20
44 29 39
58 31 4
89 20 38
49 14 49
69 7 11
18 73 3
7 16 7
56 61 31
44 18 2
16 47 38
23 12 45
72 8 8
12 31 45
54 15 8
9 39 25
100 58 22
76 46 24
64 77 30
100 96 48
13 72 50
82 41 29
78 27 40
54 75 31
44 32 26
4 60 30
27 34 39
63 93 43
12 23 18
90 86 49
83 66 26
19 10 13
59 19 8
46 80 12
95 9 4
100 23 41
91 67 40
23 27 43
39 25 29
6 29 19
12 16 14
49 17 13
84 100 28
60 7 42
93 15 26
46 64 8
8 15 6
32 85 7
14 16 47
71 52 37
45 15 40
81 24 49
38 17 35
37 33 11
14 96 12
45 27 50
72 40 35
53 36 32
12 88 16
25 52 42
38 10 32
71 47 43
30 39 44
88 97 21
1 92 35
21 98 24
46 75 31
21 40 19
92 10 43
14 24 28
47 21 3
22 25 43
69 2 20
58 16 48
38 17 12
42 33 41
12 65 10
47 66 10
38 92 42
88 85 24
9 64 21
57 52 38
33 81 16
85 78 23
91 28 44
87 14 31
5 45 21
89 33 42
81 1 14
36 89 16
93 36 39
79 3 32
83 12 22
91 32 50
44 100 20
52 70 11
57 71 29
39 21 26
7 56 1
47 88 47
47 61 30
34 90 46
63 31 11
48 80 11
26 80 17
76 22 33
99 98 47
2 43 49
93 19 5
60 44 48
44 91 33
88 73 40
3 96 29
53 88 46
15 19 29
13 66 49
59 34 9
60 22 2
6 96 25
10 94 6
71 40 7
18 21 11
53 85 13
39 100 44
70 97 20
3 11 42
5 21 4
30 80 20
95 9 46
15 19 6
32 15 13
37 55 15
48 91 11
41 70 23
100 91 25
68 1 31
26 70 43
80 54 24
38 77 7
50 58 12
53 4 1
25 26 5
55 29 6
19 62 30
5 60 9
31 53 48
22 5 13
11 78 40
11 18 31
86 98 29
64 45 29
57 36 15
55 9 5
98 83 10
53 41 45
78 41 12
5 69 34
91 43 8
87 1 13
39 13 2
95 70 46
83 7 8
69 68 43
79 35 21
4 31 12
65 45 11
8 35 11
97 63 40
80 91 18
21 9 1
15 58 45
93 62 26
57 31 34
84 78 13
82 42 10
73 33 3
69 7 46
69 92 4
99 63 46
22 43 7
66 49 18
74 8 36
27 1 36
35 31 17
40 36 5
54 62 11
91 37 39
32 40 22
82 13 45
63 2 3
85 7 31
21 91 30
69 31 7
43 39 12
77 72 21
33 22 34
9 58 14
78 73 47
35 75 37
54 58 18
20 84 2
38 83 2
