75 1900
22 13 50
12 71 29
4 66 17
38 13 23
75 15 18
49 58 44
22 55 15
14 50 3
41 21 23
48 75 45
25 19 3
29 64 3
74 29 13
14 50 39
34 49 13
72 52 3
66 74 1
42 48 43
38 35 19
30 31 34
22 41 9
22 44 14
5 67 26
40 10 23
24 66 31
33 23 27
42 2 48
38 25 10
21 73 46
29 63 15
50 11 30
36 50 10
69 12 27
73 10 8
27 56 19
37 12 44
31 7 31
68 20 35
48 3 38
62 28 42
14 12 25
34 59 39
47 50 1
40 29 13
43 22 34
20 46 45
35 28 31
33 56 38
45 15 24
45 59 30
2 69 24
9 41 8
9 74 5
46 9 34
18 25 26
5 58 11
23 56 3
7 65 48
41 9 16
5 9 11
62 56 10
37 27 41
44 19 2
29 69 48
48 63 37
7 70 19
31 46 13
44 22 13
58 42 26
65 9 43
6 65 32
4 39 7
66 26 13
70 50 46
8 1 9
10 51 38
73 24 17
32 1 31
36 46 7
47 23 10
14 57 22
32 64 7
73 8 45
61 38 6
71 12 23
74 61 25
73 31 34
67 41 2
10 24 25
45 10 20
50 3 34
2 4 6
6 57 10
50 71 25
31 41 32
72 67 47
24 12 40
53 44 31
23 36 20
71 62 1
58 30 6
25 37 14
44 52 26
65 20 43
50 2 10
20 25 10
27 19 44
24 9 7
61 17 45
51 10 17
25 54 39
68 7 45
28 35 49
68 61 16
38 56 35
56 20 33
35 46 29
69 11 20
62 50 46
68 65 22
42 8 48
22 35 7
47 75 10
66 59 36
47 21 39
60 35 46
18 68 48
71 4 9
55 4 5
66 56 3
48 43 31
26 24 24
13 45 36
14 33 5
60 31 17
22 31 14
31 75 15
32 9 38
51 25 15
51 44 28
71 63 36
49 75 16
8 19 2
14 28 47
45 40 10
11 67 15
22 18 16
44 29 32
48 13 16
37 52 50
41 57 14
28 24 30
62 28 12
33 29 18
19 26 32
64 58 32
60 53 12
60 73 27
36 6 31
12 42 11
42 57 16
31 36 5
23 50 6
74 7 34
15 51 12
30 75 1
56 16 30
50 36 11
8 14 21
55 30 25
32 42 25
4 11 23
35 60 15
59 63 44
56 58 4
74 18 20
46 49 17
55 67 28
29 23 24
5 31 4
69 58 39
12 49 41
1 20 26
10 19 25
5 15 1
8 68 5
19 60 20
5 51 40
2 3 3
4 75 21
57 42 5
18 53 12
70 53 26
11 4 42
35 21 37
75 38 36
49 47 6
1 16 33
20 4 29
72 22 10
1 51 27
27 22 48
5 68 21
17 31 22
21 37 7
67 31 43
28 15 33
59 18 27
37 67 38
70 22 16
2 67 1
67 57 37
14 58 19
6 67 29
58 40 26
10 65 10
63 65 48
59 33 11
24 28 39
29 75 24
21 24 45
11 58 31
74 10 11
21 37 20
14 55 22
30 35 16
63 12 14
68 73 45
54 3 7
66 65 49
21 9 37
70 6 21
11 45 33
39 21 19
38 25 22
50 11 42
26 46 13
67 7 49
52 20 39
18 67 22
15 11 5
44 20 25
11 7 42
57 2 43
54 25 3
74 44 17
66 1 42
54 10 23
2 63 21
42 60 42
2 55 17
3 50 50
10 21 37
62 14 12
53 58 11
52 28 20
19 32 10
18 66 34
5 48 37
36 19 48
34 25 30
57 25 4
42 59 18
32 3 18
27 41 28
54 19 49
59 74 38
48 26 10
51 73 2
68 1 47
3 70 5
21 29 6
27 51 14
6 36 9
32 56 2
57 29 15
9 52 7
24 35 45
39 66 17
53 39 11
6 31 15
37 66 17
28 65 14
74 41 2
61 72 39
1 8 14
71 27 43
43 26 6
16 38 14
49 8 35
46 67 5
72 8 33
40 25 17
34 21 50
36 7 27
65 59 33
36 19 38
42 55 38
6 20 13
8 11 43
12 25 31
43 6 5
15 37 2
31 22 31
56 52 20
43 47 42
39 42 22
72 5 4
56 75 3
7 58 47
25 17 11
21 64 38
48 14 3
58 50 32
17 29 32
37 32 14
7 43 40
18 31 21
21 19 8
55 51 8
43 55 23
24 72 43
61 34 2
28 60 10
8 27 5
58 50 9
13 2 1
16 71 37
23 71 2
23 70 43
14 29 47
24 58 37
22 30 25
39 60 25
20 64 26
6 62 5
25 2 17
16 3 24
49 27 16
54 53 27
20 30 6
62 13 4
17 15 2
3 33 39
63 3 20
13 62 29
47 14 25
55 3 29
66 40 47
39 33 48
51 6 49
56 55 20
16 10 40
26 58 42
74 12 4
44 13 41
58 15 6
17 3 5
3 22 7
74 14 49
32 2 24
39 34 21
9 51 4
68 57 25
28 24 19
32 28 18
11 6 30
45 50 48
17 33 5
42 73 8
32 17 8
35 37 39
10 9 10
22 23 12
66 18 14
75 4 37
67 35 35
45 35 41
51 44 30
10 43 8
30 6 34
38 25 31
71 13 37
54 49 19
33 47 33
50 54 49
33 25 14
7 19 35
25 38 50
24 7 38
53 67 48
16 75 10
49 13 48
63 6 20
27 45 30
20 70 9
45 24 9
4 22 22
47 60 23
29 26 46
1 13 35
74 56 36
19 72 6
13 60 35
46 3 39
30 7 12
43 38 35
69 14 22
58 28 50
44 19 46
1 18 6
9 20 6
59 33 46
50 66 36
72 71 27
40 73 5
48 17 7
22 60 33
15 23 37
41 48 29
27 26 30
52 64 23
23 4 13
41 17 41
51 25 7
58 67 19
66 36 21
24 3 22
42 75 43
38 17 17
34 64 44
17 13 21
4 67 42
8 9 29
29 72 31
43 23 5
55 56 20
62 30 14
25 45 21
40 15 40
15 54 38
74 45 17
64 28 1
73 26 35
9 36 48
25 23 38
46 56 35
54 26 2
39 2 18
33 24 16
58 71 2
46 14 38
50 31 32
20 73 45
26 24 6
56 4 11
37 74 43
24 40 38
12 38 10
5 2 41
54 41 23
1 21 6
44 38 27
2 13 32
58 70 14
28 73 12
13 75 18
58 20 13
68 59 28
18 3 26
51 20 3
14 62 27
66 20 44
72 63 26
52 31 42
14 4 22
31 27 46
62 52 28
11 20 6
35 17 23
73 26 25
60 21 47
56 52 42
51 4 36
70 26 1
12 33 29
35 41 7
63 49 19
6 61 50
28 12 15
48 4 12
42 45 23
5 75 16
9 33 5
75 52 48
35 66 36
40 48 41
29 14 29
52 21 5
29 6 25
37 44 10
53 50 37
46 29 49
18 52 17
35 28 45
54 70 12
53 55 8
74 47 29
74 59 3
43 32 34
60 39 50
57 10 26
33 58 17
48 22 42
25 33 27
53 61 23
25 64 14
71 17 18
71 50 15
44 69 18
62 41 8
56 60 36
64 42 1
51 24 4
2 24 44
28 33 28
59 62 43
6 50 30
6 23 13
37 47 6
60 59 41
63 48 49
30 42 24
53 50 27
60 9 40
11 18 49
43 3 25
20 15 25
49 20 12
5 28 15
24 4 37
48 11 18
7 9 31
70 55 31
54 47 18
21 42 39
36 73 11
38 30 42
38 23 3
23 63 10
23 9 39
28 37 11
26 58 41
4 27 24
1 30 12
54 39 19
61 63 49
30 44 47
65 67 11
67 13 33
13 47 20
62 1 42
32 10 27
23 48 8
43 39 40
53 2 48
66 52 34
22 28 5
7 10 9
33 26 32
50 10 28
29 61 48
62 58 23
34 3 17
26 43 38
6 23 3
45 17 50
20 10 44
2 70 6
54 72 29
68 31 7
16 57 20
30 64 38
58 6 49
36 18 29
2 24 11
41 73 18
68 24 4
71 72 42
32 43 37
17 71 8
42 65 44
35 75 42
14 52 33
67 48 45
15 71 14
29 12 25
5 20 42
62 28 13
7 4 27
72 50 26
53 63 49
73 27 40
55 30 49
71 10 44
45 59 1
8 7 42
54 69 9
67 59 31
23 62 18
45 39 28
67 9 30
13 56 36
33 48 9
45 21 10
1 71 16
25 74 21
63 6 32
49 40 50
24 4 17
36 26 23
52 37 41
49 74 48
67 51 4
54 50 9
41 64 44
8 11 25
3 16 50
58 75 30
53 32 15
35 3 48
65 36 9
66 70 26
45 68 40
71 75 14
5 27 12
49 21 49
41 64 21
3 37 1
33 59 9
24 46 32
57 46 12
22 50 9
39 6 23
63 69 42
26 16 37
5 26 25
2 10 20
7 65 9
46 4 1
56 38 44
14 59 16
42 41 39
1 23 50
65 5 34
64 20 45
1 55 39
10 1 26
48 4 34
42 45 45
74 40 35
66 13 35
47 70 10
17 42 46
13 57 4
71 7 14
56 69 9
46 60 22
58 41 27
2 41 21
67 43 31
45 65 25
11 62 38
6 47 29
42 72 40
6 37 15
62 64 37
27 32 47
44 43 10
19 22 20
45 11 26
63 38 45
69 36 25
11 58 9
53 20 8
32 57 50
40 59 49
72 52 29
7 45 21
43 24 8
75 45 7
75 57 18
18 41 6
3 51 16
43 68 14
56 38 34
11 12 14
49 9 42
14 49 41
54 26 4
34 53 50
48 65 34
61 57 42
24 7 7
43 50 1
46 59 48
2 6 17
29 44 27
10 18 41
73 56 37
4 52 13
68 13 22
21 69 43
3 61 37
49 9 19
6 43 49
44 69 17
24 34 2
16 69 26
26 30 23
30 55 21
41 62 41
31 24 2
59 60 33
27 29 32
24 59 31
51 70 6
31 57 35
2 58 41
24 21 4
71 58 26
39 70 24
4 6 23
52 54 28
28 49 7
34 67 46
33 69 38
5 47 28
31 42 28
50 57 41
32 30 22
74 13 20
63 1 9
47 65 20
48 42 5
73 36 41
4 35 22
59 63 15
7 18 35
74 29 6
7 70 45
44 23 35
39 36 8
19 47 16
16 53 36
16 72 49
61 11 1
18 36 38
43 56 7
50 57 18
51 42 42
13 36 46
2 43 10
58 70 6
3 20 31
16 9 1
20 54 1
43 40 40
53 8 14
42 36 39
2 30 49
46 40 1
37 12 37
9 66 17
10 67 49
30 23 36
48 61 8
14 26 38
58 8 8
25 36 39
44 38 32
70 66 29
75 32 26
71 12 26
75 2 3
50 22 14
28 22 20
51 49 35
18 16 50
51 7 38
45 66 40
47 8 10
45 6 25
43 67 11
35 42 21
9 17 30
13 12 29
61 71 19
38 57 3
43 54 49
3 42 17
37 15 37
66 67 43
64 67 50
42 54 18
18 1 25
61 67 26
50 33 14
54 38 34
25 17 15
8 31 2
21 22 45
10 67 16
6 8 25
64 25 25
45 42 45
50 3 27
31 60 2
38 33 31
67 22 17
26 40 7
46 23 36
55 53 21
61 35 50
44 10 22
59 1 2
54 30 6
57 12 18
2 69 20
69 18 16
72 19 41
73 54 23
72 31 15
24 8 40
28 59 27
10 27 42
44 32 45
38 45 18
26 21 7
54 56 36
56 62 28
46 53 41
15 47 9
59 69 28
44 17 38
72 26 21
66 60 30
69 33 36
30 71 34
35 52 37
13 24 6
50 67 2
19 25 47
67 74 18
52 4 10
35 15 11
45 24 23
4 30 40
74 10 47
39 30 19
11 32 14
30 26 3
33 35 50
66 59 42
61 24 31
13 8 39
41 63 45
74 26 27
24 57 30
48 13 9
5 73 4
27 11 23
55 44 47
14 21 37
21 68 15
4 71 49
26 36 4
36 56 25
56 20 16
34 9 1
46 31 7
22 56 13
50 5 39
55 72 1
55 30 41
43 69 14
44 29 2
35 21 40
55 32 50
17 13 35
54 48 27
7 8 30
20 66 7
62 15 49
17 62 13
52 17 46
68 71 26
1 48 24
65 64 50
59 37 43
10 30 50
60 11 21
9 27 14
36 58 47
16 17 14
41 10 29
25 15 48
22 26 3
64 1 34
18 37 20
28 53 40
14 31 41
69 16 35
49 6 26
31 65 10
27 3 50
35 18 19
33 1 24
3 43 37
50 12 10
28 51 7
20 73 36
62 68 45
4 17 45
3 36 33
15 12 9
74 52 24
35 3 17
27 25 46
49 9 8
64 47 19
70 41 22
56 60 24
28 69 33
61 45 34
14 46 38
68 3 2
33 12 46
55 75 15
70 67 16
51 72 41
71 4 44
68 28 31
18 59 34
62 49 8
53 9 14
48 22 43
39 36 20
14 20 21
57 74 48
6 42 50
21 5 24
13 14 34
16 43 34
17 41 42
7 55 50
49 58 26
4 75 4
70 14 18
8 5 17
41 64 49
5 29 4
55 29 25
41 13 1
33 68 40
1 5 7
8 58 28
5 73 46
41 66 49
63 58 15
24 28 45
64 73 25
4 29 9
50 72 50
51 20 7
22 13 9
40 60 6
21 56 3
69 61 46
56 40 36
42 70 48
47 23 25
55 75 5
13 39 45
69 35 29
10 45 14
28 45 16
26 25 45
21 35 37
40 17 21
70 9 37
42 6 41
7 25 17
30 4 48
4 74 29
27 8 45
59 36 40
4 36 2
9 37 20
62 66 28
27 40 33
59 41 11
38 58 38
66 19 37
47 68 45
4 73 5
26 36 36
72 36 3
45 64 19
18 42 33
25 3 8
56 51 35
68 73 41
55 28 27
28 40 35
19 31 28
61 14 26
22 70 16
22 17 10
6 11 43
14 21 46
40 24 50
66 22 25
66 12 11
41 5 5
8 20 41
6 53 45
14 68 14
65 45 20
75 6 11
32 40 41
29 24 36
60 53 50
6 4 39
31 25 29
75 28 35
16 46 24
25 59 1
2 16 21
60 47 12
39 64 39
73 29 6
56 70 3
35 1 27
18 69 41
56 6 18
3 57 26
48 6 28
45 2 34
49 52 25
41 61 35
25 47 4
2 4 24
36 46 2
43 4 50
43 70 32
14 49 13
18 53 37
58 38 28
37 12 6
65 29 29
35 45 46
23 35 14
54 20 23
9 45 48
18 62 14
50 29 23
22 45 39
15 28 21
12 51 44
43 61 45
12 35 36
58 63 34
34 13 11
50 3 6
70 7 33
74 30 45
38 75 43
26 39 21
8 65 15
55 60 39
42 62 14
21 19 27
31 14 23
34 10 14
10 23 46
63 67 11
48 62 40
57 8 27
56 24 3
61 70 23
25 73 24
13 56 40
42 61 27
15 74 6
12 16 35
61 54 20
57 14 42
7 53 49
31 64 1
47 63 8
59 69 7
13 18 49
6 37 16
22 34 19
11 47 32
15 5 27
1 3 6
41 25 20
24 15 35
14 62 40
40 38 27
17 9 26
28 1 41
52 10 32
58 41 41
55 68 33
70 72 45
63 24 3
19 44 17
25 69 8
41 29 31
9 68 40
5 7 38
13 52 24
51 4 49
29 39 14
49 14 14
33 59 13
15 27 28
72 53 3
45 73 15
53 17 17
5 53 10
40 7 16
3 28 41
36 66 17
53 1 45
11 31 42
52 45 3
39 17 41
38 24 49
38 17 10
71 74 36
54 36 32
17 46 48
27 48 46
19 2 33
69 3 19
58 63 14
70 3 43
20 54 48
12 16 2
40 18 39
40 19 4
16 74 34
75 41 28
71 32 11
16 44 11
27 68 33
48 57 49
37 44 36
15 58 1
75 68 18
17 23 36
41 40 31
32 65 17
48 19 22
56 54 6
33 20 39
36 69 41
24 66 48
56 41 36
48 1 4
28 75 38
53 35 19
48 46 12
53 27 15
7 22 6
10 68 33
45 39 12
37 14 22
59 53 7
10 34 40
70 30 10
39 47 18
55 66 40
69 39 34
12 38 3
27 22 43
73 68 2
63 39 13
7 26 12
43 64 48
30 58 18
70 6 3
39 1 23
24 2 40
69 2 8
34 64 27
31 39 9
38 63 3
53 27 28
49 1 47
52 29 26
60 70 40
72 63 19
64 12 40
43 64 25
2 54 34
10 17 49
14 68 36
47 19 44
45 56 50
72 24 33
10 53 8
47 74 16
51 4 29
45 18 23
43 67 35
14 39 14
2 28 17
9 2 11
71 24 38
74 32 2
33 57 32
32 34 24
65 42 8
19 13 14
28 65 19
29 14 22
5 2 24
8 32 14
12 48 43
75 25 23
74 10 19
12 60 17
57 36 36
36 34 50
12 29 29
55 36 43
23 55 37
26 75 12
69 34 30
44 60 34
61 68 9
53 8 5
25 17 39
10 66 39
9 41 15
44 64 40
27 13 41
30 42 4
59 14 19
48 22 35
44 14 39
2 70 32
48 69 3
1 62 3
14 46 7
5 51 15
62 32 32
17 65 18
70 47 7
49 32 2
14 50 13
36 8 10
71 65 29
39 54 37
72 9 15
48 45 32
27 14 19
8 35 9
8 54 22
22 74 16
28 21 24
46 5 25
7 29 2
18 66 19
49 45 34
32 66 23
59 51 40
72 69 43
33 67 49
10 16 28
8 42 25
22 9 7
45 10 27
12 6 13
14 65 11
57 24 29
19 18 32
45 21 36
37 44 6
20 46 19
32 40 43
61 64 6
19 11 29
12 18 23
3 33 44
33 18 21
60 58 23
40 5 16
74 62 10
61 60 13
21 27 7
15 21 29
35 46 36
38 15 10
55 57 46
41 62 2
6 69 4
9 28 20
44 63 19
33 37 11
70 37 45
57 31 22
26 58 24
52 60 32
39 38 1
75 35 30
8 45 26
75 1 37
15 70 20
61 59 3
9 50 21
68 8 2
5 20 12
61 40 25
54 60 38
73 35 14
52 53 6
29 65 42
59 39 10
15 55 17
12 72 46
37 8 28
71 6 16
15 61 33
43 1 9
61 39 37
42 16 21
3 60 6
49 67 37
66 55 40
22 44 30
72 45 16
48 51 4
47 10 40
35 40 44
73 38 37
58 7 9
73 30 33
74 7 18
22 38 28
71 3 24
53 16 41
22 48 41
61 69 42
24 18 42
18 27 26
44 55 23
50 13 48
12 38 38
44 13 26
10 30 41
75 49 17
70 33 19
49 21 19
75 38 7
18 33 41
40 4 8
18 26 2
47 36 11
15 27 30
48 24 5
32 36 7
40 46 10
50 35 7
13 34 14
15 50 50
30 60 18
53 40 2
47 28 43
43 75 33
48 36 15
65 35 27
5 3 47
35 21 21
54 70 27
9 71 24
14 51 18
60 33 49
15 26 42
2 18 2
8 17 28
32 14 45
12 26 18
17 8 23
3 24 50
42 30 8
46 32 46
16 55 22
63 23 30
60 67 19
67 5 10
4 59 10
71 62 40
34 49 9
33 65 48
55 2 21
61 18 43
59 45 5
10 27 3
4 52 6
50 5 10
4 43 43
57 51 28
17 46 4
62 56 16
62 33 32
32 56 32
7 29 24
45 18 48
53 16 21
67 30 16
2 28 42
64 11 41
41 24 43
36 8 45
73 75 20
42 25 32
64 55 4
23 56 22
75 56 36
37 16 46
74 66 25
44 3 41
13 17 49
51 46 28
39 31 30
26 63 26
23 7 22
3 47 1
70 24 35
28 45 7
49 12 35
24 9 36
28 37 39
50 57 11
55 24 35
41 36 30
63 31 1
27 3 21
11 22 24
58 28 2
52 49 40
27 28 50
30 49 46
69 4 9
30 61 20
45 51 35
10 14 31
10 55 32
13 51 23
38 70 3
71 57 50
49 16 18
30 20 24
24 42 46
47 61 33
34 60 26
69 34 9
25 44 36
61 2 43
56 41 18
46 24 27
34 33 8
24 47 16
8 38 44
46 17 24
27 52 11
13 4 41
47 16 2
22 21 7
35 12 50
21 65 46
37 16 13
7 55 21
35 16 20
75 20 49
11 64 11
61 25 40
61 53 22
1 22 31
14 19 5
13 9 11
29 28 33
64 63 32
55 54 25
42 55 35
55 74 3
57 12 21
1 18 33
56 1 43
32 3 5
61 48 28
57 35 4
41 68 29
39 69 1
19 18 34
17 18 42
73 55 27
53 75 28
29 16 36
34 44 8
15 13 50
68 23 21
58 26 45
71 75 29
26 33 20
54 68 49
41 64 36
47 33 45
45 60 7
25 73 25
4 50 16
35 1 31
53 7 14
20 56 6
48 70 17
64 14 45
65 43 40
44 59 15
26 5 42
52 22 30
36 6 50
47 10 39
10 54 11
69 21 42
40 66 5
30 69 4
19 75 28
48 66 24
22 61 10
