30 940
10 12 2
17 26 32
25 8 1
11 26 47
15 26 48
4 17 24
25 19 10
15 18 44
15 30 9
1 24 27
1 5 23
2 17 31
27 21 46
30 9 8
3 24 38
9 10 47
24 21 4
21 1 47
5 25 31
13 24 50
17 12 8
5 2 47
22 9 45
18 2 5
19 17 7
23 3 23
24 2 8
19 27 48
8 12 40
6 12 47
3 23 33
25 3 34
4 1 48
1 4 8
30 16 43
30 5 6
5 9 37
8 5 28
22 16 35
22 6 12
2 13 38
11 4 27
17 7 14
10 22 38
8 19 48
29 25 4
18 28 25
8 21 17
27 14 29
15 23 1
12 7 33
29 25 31
22 21 33
21 17 4
24 20 48
18 2 18
13 6 5
24 2 21
14 15 43
8 12 44
20 7 33
9 17 31
4 16 22
12 2 39
19 2 4
22 16 48
2 16 47
7 2 13
26 10 40
5 21 33
28 2 38
9 2 24
18 17 2
20 22 45
25 21 9
18 6 11
7 20 48
19 5 5
1 30 33
3 15 37
28 26 4
17 18 32
18 6 38
16 4 7
13 16 36
16 1 20
16 4 16
17 10 37
16 4 25
7 5 41
20 18 19
9 5 43
28 8 1
24 23 48
16 15 40
17 22 38
11 4 8
3 12 4
3 11 39
26 21 45
19 23 22
14 11 13
27 9 39
24 5 45
29 10 15
10 14 24
22 8 48
3 26 33
10 15 7
16 29 50
10 28 26
29 22 7
20 4 13
14 8 34
17 11 10
6 23 15
27 2 8
13 16 22
17 18 18
5 12 46
22 1 8
23 2 25
20 14 26
29 6 26
13 28 14
1 18 23
6 4 10
9 13 33
6 4 19
25 14 19
11 22 21
2 4 27
3 23 27
21 20 5
23 28 19
10 29 35
12 18 28
28 21 33
19 23 17
16 27 27
18 13 13
24 5 40
14 8 2
13 12 29
10 12 49
23 25 40
11 7 13
28 2 46
13 16 8
19 6 49
1 27 27
26 14 27
7 20 47
18 15 49
13 1 37
19 27 1
10 9 7
27 2 21
16 12 10
26 28 29
9 5 6
13 25 22
4 12 10
16 3 38
7 24 26
7 5 22
11 18 46
17 18 40
22 23 27
29 24 38
21 27 30
1 21 41
7 16 31
12 10 1
27 9 2
15 24 45
20 15 31
29 9 4
20 27 14
21 23 14
30 15 27
3 22 44
16 19 18
26 10 16
5 8 39
23 6 22
15 29 16
24 9 5
8 19 28
24 26 39
2 15 45
7 8 50
12 13 20
2 19 6
20 22 39
16 29 49
20 2 42
18 28 14
16 2 50
13 24 34
10 17 6
16 3 15
27 23 48
7 13 12
12 25 30
3 7 36
28 18 3
9 23 46
3 29 33
13 17 13
14 15 14
4 22 46
23 24 39
17 2 36
20 17 45
28 21 14
11 22 29
13 11 27
24 22 46
16 25 38
14 7 9
8 7 49
15 28 46
7 8 36
20 22 16
11 25 21
30 18 45
29 10 9
10 28 20
23 10 5
14 21 47
18 15 30
18 19 19
20 14 2
9 12 26
20 3 11
11 10 14
16 14 19
22 19 47
9 13 9
29 16 6
13 26 38
21 7 42
21 8 7
30 14 16
27 5 31
18 20 1
24 12 28
18 11 41
9 19 25
19 12 2
4 16 6
21 12 4
13 20 18
25 6 5
26 13 11
7 23 20
15 17 4
25 17 14
6 30 16
10 1 43
30 29 46
22 18 50
10 16 22
1 15 10
24 11 4
19 15 12
20 3 6
16 11 18
19 7 17
28 1 44
15 10 10
28 25 20
1 20 43
28 17 16
15 23 38
9 26 32
13 15 33
21 8 2
24 20 18
4 30 49
17 22 4
14 24 43
13 27 16
11 20 40
1 10 44
17 24 32
13 8 12
13 30 12
24 4 28
13 19 21
20 9 40
4 26 24
22 3 30
1 14 14
8 7 21
22 14 39
5 11 2
24 3 50
5 11 11
2 18 8
29 8 20
26 12 38
13 23 18
20 22 6
24 30 22
6 11 16
14 21 19
7 23 33
27 19 45
9 20 2
11 25 29
30 29 41
24 19 3
30 17 48
27 23 15
24 18 47
20 3 1
14 25 16
30 10 27
13 15 19
18 7 43
26 5 16
29 5 5
23 24 24
18 11 13
14 13 29
23 1 31
4 26 1
6 3 44
14 13 47
25 23 30
20 29 4
23 15 42
23 18 38
17 16 50
28 12 17
11 13 32
10 12 24
6 30 6
19 10 49
19 22 23
29 19 33
18 3 32
30 17 25
2 18 30
15 27 44
6 1 46
14 21 32
3 28 21
20 24 19
17 20 16
17 11 47
24 11 21
14 1 41
30 13 27
25 30 46
7 3 27
10 19 41
6 14 21
15 24 11
30 14 1
23 12 26
4 22 35
23 3 45
30 22 23
10 23 11
13 19 2
25 14 47
4 14 3
12 8 24
9 4 21
5 15 35
9 4 30
11 24 9
3 14 6
8 7 11
7 30 26
6 16 48
27 11 4
1 5 22
8 6 33
23 27 38
10 14 47
18 26 29
30 17 20
9 8 18
2 18 16
22 18 26
8 9 29
2 21 18
1 28 14
18 19 8
2 29 31
22 19 9
17 9 14
6 13 15
22 21 37
23 8 33
15 23 14
16 1 29
13 3 44
1 10 2
17 4 21
17 23 34
9 3 24
3 9 48
16 13 12
20 17 11
22 10 27
24 2 25
11 20 25
24 22 3
24 25 36
14 16 33
13 30 6
12 8 28
6 16 43
8 6 19
23 27 24
25 7 48
17 5 21
16 18 1
9 29 45
5 21 46
26 4 28
10 15 16
22 7 21
20 23 26
30 17 24
24 18 23
6 20 40
3 16 37
29 11 28
10 26 25
17 27 27
10 3 32
15 30 39
12 27 1
11 7 45
18 30 12
3 17 20
20 24 18
19 13 40
9 14 38
7 14 45
6 2 37
9 15 12
25 11 23
9 3 19
12 11 20
20 16 41
9 11 32
30 24 23
23 22 48
16 24 25
25 14 46
29 7 8
21 18 13
18 14 18
29 30 28
8 25 9
14 17 20
30 17 1
3 24 36
22 17 48
21 24 38
2 21 8
21 28 8
8 10 11
6 10 18
13 3 16
27 25 32
26 6 41
5 14 38
26 7 15
25 22 18
10 11 13
17 23 24
28 7 26
10 11 22
27 3 31
11 23 2
25 14 32
28 7 44
26 30 16
28 11 5
11 12 20
8 13 21
30 16 41
7 18 6
6 16 33
3 1 39
11 5 8
3 24 4
26 10 43
18 13 35
15 19 2
7 29 42
3 28 1
4 21 5
7 22 21
1 17 8
21 25 16
6 1 44
24 29 28
14 12 12
29 22 33
7 22 30
14 20 16
17 23 1
21 28 21
20 16 13
10 30 12
22 10 3
25 14 9
29 25 47
22 9 47
13 25 35
18 21 11
27 6 13
13 5 38
4 12 41
2 4 44
6 28 21
14 30 20
9 6 47
15 7 23
26 23 8
14 11 34
21 23 45
2 28 10
5 13 9
9 10 17
25 17 37
11 30 5
3 5 13
17 11 4
29 22 10
26 22 30
5 2 8
28 22 32
29 6 2
11 7 30
9 20 48
8 10 10
21 13 18
23 21 41
14 22 48
1 8 12
18 21 6
2 23 25
13 25 39
2 20 47
21 6 15
28 7 34
3 1 2
24 13 20
18 14 3
20 19 9
15 14 48
2 5 31
7 29 14
17 15 24
20 8 36
28 4 1
4 28 16
1 16 6
3 5 8
1 26 38
14 23 12
10 26 5
19 1 28
3 19 10
30 8 50
18 17 22
30 23 11
6 23 40
28 15 6
6 12 3
13 28 3
21 15 41
23 2 32
6 24 14
29 26 2
10 9 28
15 25 35
14 4 25
8 16 12
27 5 35
2 20 42
22 23 39
28 9 48
29 5 46
15 3 25
2 1 10
10 2 16
17 22 40
23 28 35
24 1 40
12 14 10
27 13 2
16 19 39
27 10 24
18 16 25
3 26 44
23 10 4
18 25 12
1 30 3
3 30 5
3 27 18
15 9 40
19 28 4
3 27 27
24 8 39
22 19 46
22 1 10
4 1 8
8 24 11
29 13 27
26 18 13
15 22 6
23 16 29
27 5 30
28 18 15
16 7 15
18 11 40
12 18 21
28 21 17
18 1 23
4 13 18
26 10 5
9 17 32
27 28 40
8 15 47
20 29 49
18 12 50
14 7 39
8 30 26
1 3 26
7 19 48
24 9 12
3 26 30
10 24 25
20 22 37
10 28 23
1 27 11
19 25 46
28 2 48
4 8 24
23 20 49
27 2 14
29 6 5
5 24 8
4 8 42
17 10 20
16 11 44
4 20 16
19 8 8
15 13 23
22 4 7
16 7 1
20 15 15
6 25 48
12 10 3
22 23 38
30 22 41
10 13 6
15 24 47
2 13 11
4 11 43
9 27 50
8 7 29
30 18 16
20 21 31
24 5 28
11 3 13
1 6 36
5 8 32
1 18 10
30 19 8
2 30 45
17 29 29
3 27 8
1 27 15
23 20 35
3 30 4
16 2 43
10 16 43
23 24 5
27 23 41
9 1 33
13 16 32
16 22 30
12 25 23
14 25 33
29 24 17
4 8 46
26 28 35
14 3 5
13 5 13
27 24 33
23 13 4
23 28 2
5 15 30
3 10 49
4 11 29
7 28 11
29 9 10
24 1 16
26 21 32
6 7 31
13 30 42
6 26 44
1 22 39
16 25 40
26 1 35
15 28 39
2 30 22
6 19 23
28 2 20
13 23 30
21 22 33
12 28 6
