170 9400
156 152 17
88 70 42
66 10 3
163 123 5
62 138 18
107 170 18
88 146 37
126 130 14
78 111 9
144 99 28
126 91 22
99 70 33
78 88 25
94 142 5
44 86 3
86 2 35
159 144 15
66 101 13
140 25 30
66 59 16
125 26 47
161 58 3
3 85 41
2 128 34
80 103 38
47 96 49
109 13 41
135 96 36
151 169 29
120 113 34
17 70 14
169 82 6
162 128 8
43 95 41
109 143 6
97 52 5
37 129 13
107 6 44
111 12 29
158 117 6
6 161 37
21 17 28
94 84 13
48 115 8
53 97 13
133 161 2
69 29 30
50 27 37
51 43 12
45 103 10
60 95 17
73 19 7
169 154 3
163 88 37
59 155 37
106 140 17
64 62 10
95 94 31
138 97 12
6 73 45
16 62 18
119 58 50
143 150 39
140 20 49
6 31 48
47 152 48
82 168 29
57 101 9
124 158 10
70 63 25
122 104 46
136 164 8
149 21 8
129 41 9
149 24 13
54 24 30
146 69 24
102 4 43
102 164 32
29 129 36
133 8 2
49 74 14
170 97 28
9 68 25
17 84 46
153 166 7
42 116 45
131 50 5
167 124 45
100 77 8
65 102 28
125 64 5
89 50 16
137 131 13
130 151 26
82 73 34
26 78 50
163 129 24
27 128 19
147 159 42
117 76 25
151 142 43
40 147 17
40 166 30
100 164 17
149 46 14
60 150 23
96 97 22
128 83 19
117 136 12
132 92 9
168 82 5
46 142 45
165 111 8
135 14 6
138 43 31
140 21 4
167 140 2
24 63 23
11 125 11
78 89 50
74 96 41
143 29 4
154 35 35
88 91 22
152 58 25
97 83 44
113 14 34
159 55 2
87 143 20
80 88 38
126 36 44
89 121 30
31 155 12
23 91 14
132 133 23
150 98 42
4 50 29
108 15 18
96 32 27
97 72 43
28 55 49
148 136 17
112 21 26
139 6 5
13 134 46
38 13 15
119 118 9
65 37 9
48 166 39
166 159 38
52 76 50
23 82 22
63 80 8
34 41 28
89 28 44
98 75 21
71 54 32
163 38 16
133 93 48
164 139 35
104 114 32
84 48 30
107 27 24
22 156 31
68 42 38
78 144 12
73 161 48
83 151 10
119 42 27
68 137 46
26 59 39
41 50 19
22 107 31
57 123 12
50 143 25
23 47 41
96 24 41
112 97 34
75 166 12
8 141 50
77 1 23
50 136 22
94 128 17
105 113 49
11 154 41
10 131 33
67 44 32
106 51 17
77 112 12
5 24 33
5 65 34
99 148 21
66 144 7
19 144 46
144 113 31
143 16 37
23 153 36
149 98 4
110 108 27
77 123 26
159 84 32
86 82 32
16 122 3
94 117 16
101 115 20
110 8 25
21 46 3
55 126 43
38 155 30
162 146 9
131 40 39
26 150 32
89 127 12
132 12 1
100 70 47
133 128 1
166 49 17
25 86 16
151 83 30
123 39 33
2 95 46
87 125 32
143 16 50
42 51 35
75 80 42
115 63 47
122 18 34
84 66 9
35 155 46
168 166 41
170 92 5
107 137 43
81 157 22
163 169 30
126 58 47
90 84 32
44 101 5
11 75 3
133 55 24
90 61 48
17 134 43
41 19 35
157 159 23
24 49 22
90 37 41
57 145 39
60 39 18
85 106 38
11 123 20
71 121 7
15 127 19
74 94 50
45 141 23
153 99 21
14 128 15
23 161 7
153 38 11
128 9 17
66 58 50
5 18 42
55 144 22
152 94 3
28 20 26
134 51 33
50 10 6
142 140 44
74 38 10
117 92 37
164 77 17
108 138 22
134 127 28
16 10 30
134 63 43
90 113 49
132 150 18
55 155 9
150 114 41
126 144 46
161 119 26
114 132 4
135 94 3
164 146 9
34 168 3
25 140 39
18 137 18
95 5 16
55 144 35
155 143 13
112 88 27
121 6 32
134 166 33
121 66 46
80 169 31
115 140 10
61 100 48
140 10 34
104 71 40
141 43 36
49 71 2
30 128 14
13 152 10
41 154 47
16 127 39
148 156 27
129 132 46
76 53 36
99 21 22
126 119 2
3 2 32
37 143 45
34 126 19
169 89 35
114 73 16
91 139 24
22 63 16
45 50 15
37 139 47
138 36 8
42 38 17
139 117 25
146 89 9
82 55 20
150 168 7
134 59 4
66 17 21
13 94 18
89 69 5
62 68 18
66 77 8
104 123 41
139 3 17
104 81 44
81 5 30
117 96 10
115 130 35
108 7 36
58 105 36
37 129 15
75 98 30
90 14 15
37 90 23
16 48 1
94 103 28
109 94 8
43 132 46
162 37 13
81 35 30
37 6 29
92 6 40
64 104 9
15 164 7
18 24 49
67 11 44
103 3 49
54 126 43
74 2 45
72 70 7
101 102 11
150 159 28
86 8 43
50 110 50
150 98 18
10 170 42
76 117 23
26 83 46
33 96 31
91 25 5
9 10 22
97 149 37
143 97 43
93 22 28
25 102 28
146 46 15
115 141 35
170 9 38
150 29 39
100 69 11
115 50 38
82 24 36
155 87 39
27 102 5
153 154 12
112 36 17
123 41 2
16 153 13
87 127 1
133 8 17
88 1 10
160 53 10
94 125 42
167 147 44
148 3 29
68 161 29
4 25 25
80 164 22
151 138 47
156 37 17
100 99 11
25 124 29
97 69 27
91 5 9
93 2 32
22 166 8
10 3 26
155 117 39
4 123 38
2 124 10
90 9 47
126 41 3
134 118 34
23 89 14
129 28 31
86 18 47
60 13 33
96 120 21
144 102 20
101 153 46
80 111 24
125 94 20
71 169 8
135 2 11
100 147 28
127 167 1
58 62 18
28 78 35
82 96 9
38 4 12
2 31 24
10 162 32
83 129 11
131 109 24
85 167 35
130 166 39
72 118 50
68 12 40
54 111 3
11 2 40
139 18 17
6 91 39
105 37 43
119 130 21
64 117 44
147 49 23
145 77 30
132 98 17
169 166 44
170 1 1
67 63 34
120 168 14
95 139 20
75 139 19
143 119 33
73 25 4
169 41 49
114 121 4
71 46 35
147 128 23
50 166 11
110 108 16
35 92 33
95 16 34
160 102 19
149 33 49
93 154 11
143 12 28
75 166 14
128 131 37
33 30 2
5 54 22
135 110 28
68 30 43
164 120 37
107 8 26
57 134 1
9 16 17
2 53 38
68 74 5
138 10 23
97 170 17
83 128 41
2 129 33
140 141 46
151 168 19
138 102 26
98 139 34
4 137 2
108 69 43
154 129 24
166 71 7
111 160 41
60 62 18
87 167 31
127 131 23
39 125 12
138 30 15
39 166 50
89 119 15
83 58 39
103 151 39
112 24 5
93 40 16
74 143 39
21 53 21
11 162 1
100 56 6
70 132 37
15 9 16
147 59 40
65 1 33
22 166 50
73 54 34
126 83 42
17 74 31
150 126 27
29 141 39
149 169 20
25 35 29
128 53 49
112 73 18
102 131 33
1 104 49
16 120 29
142 106 35
77 133 32
83 141 50
52 68 28
107 84 10
123 157 3
113 28 13
140 27 14
13 137 38
14 158 4
72 19 29
70 113 37
64 108 24
28 169 30
104 125 23
124 64 14
136 131 22
169 74 26
35 132 13
52 162 13
136 48 24
40 31 20
112 35 5
3 158 26
53 105 41
166 138 23
27 81 14
112 31 34
121 150 29
22 57 12
77 117 37
154 70 49
140 7 18
155 62 50
143 54 10
118 113 42
50 86 3
36 10 33
134 44 32
165 90 19
74 114 7
71 144 6
20 58 37
85 3 46
163 12 44
1 124 17
155 45 2
104 6 21
48 30 50
36 142 44
102 163 11
50 116 3
16 40 32
155 43 13
87 3 16
35 34 26
113 30 48
113 145 35
25 84 1
126 167 8
91 102 23
101 57 2
14 13 26
105 62 47
164 28 32
35 113 26
70 84 5
160 123 12
136 70 38
29 7 11
18 159 21
15 49 33
87 94 26
166 42 45
6 48 30
38 135 11
2 162 23
72 157 46
61 30 48
104 158 24
25 50 16
106 88 20
46 144 29
18 154 27
126 72 13
84 155 41
136 100 38
156 105 30
56 82 41
69 20 16
128 61 33
86 24 27
119 127 20
124 128 38
78 30 24
119 85 23
99 2 24
65 163 16
42 148 12
65 80 18
77 102 24
141 77 49
49 105 15
103 110 43
152 142 48
76 170 47
163 53 7
83 8 31
103 68 46
91 78 29
123 64 26
65 117 21
38 51 30
119 153 49
94 91 20
107 89 46
156 105 43
29 94 6
104 67 3
19 21 9
102 39 28
16 6 6
126 109 29
99 161 30
77 25 19
92 101 50
32 152 12
125 159 4
96 44 2
120 94 1
106 59 32
118 40 37
58 35 36
62 60 34
108 167 3
35 165 3
109 82 13
52 86 16
154 133 26
33 103 36
52 70 8
118 58 27
34 63 48
7 40 17
166 88 15
87 62 46
164 34 14
33 80 25
101 40 37
147 163 44
149 134 10
2 6 7
134 157 15
141 16 28
34 132 40
158 29 31
69 88 38
133 22 25
88 130 5
114 37 40
133 98 20
15 22 23
105 95 24
27 70 18
146 152 39
107 127 4
157 119 21
147 68 49
109 1 37
98 129 6
108 159 17
54 144 48
118 92 38
106 89 45
44 167 25
25 143 44
121 80 25
8 31 35
153 85 35
170 115 35
80 42 34
31 83 19
149 117 19
9 5 43
17 117 38
44 121 30
148 33 31
110 88 50
121 168 30
144 102 22
95 3 27
68 130 21
122 142 8
92 58 19
60 89 30
113 71 20
24 134 28
27 123 42
109 138 25
23 10 29
81 114 4
145 89 29
98 144 4
118 168 9
123 109 13
159 142 15
76 74 31
22 149 19
48 71 35
101 39 40
22 66 21
47 133 41
31 159 27
6 111 20
72 99 39
118 27 6
149 151 30
13 127 10
157 65 40
48 169 48
27 127 26
71 35 23
4 57 49
165 57 31
145 96 45
34 101 19
32 121 4
62 20 21
158 157 40
155 121 1
21 79 50
92 127 24
11 147 29
135 22 25
31 22 35
134 124 42
92 65 48
43 47 46
126 97 17
49 68 3
56 149 42
120 38 27
157 5 2
68 72 42
147 132 36
49 121 14
50 55 37
26 130 44
142 65 10
100 28 41
53 83 16
79 110 48
143 58 38
10 107 30
9 165 4
99 41 47
40 58 8
28 170 2
84 162 4
114 158 22
137 126 8
49 151 14
129 66 4
88 10 46
114 52 40
131 82 40
73 77 7
111 104 27
164 66 45
27 110 48
107 91 39
34 123 33
14 89 38
11 134 49
117 58 17
26 69 47
79 91 48
133 131 10
107 125 37
2 120 43
127 108 41
36 113 16
18 151 39
144 55 6
23 50 9
101 160 9
11 162 3
82 94 31
108 150 10
70 90 42
155 74 36
166 139 35
16 140 10
70 125 36
21 125 20
52 56 20
15 161 8
141 125 26
30 76 4
3 14 7
40 84 20
27 61 24
87 166 50
104 53 1
125 34 13
39 99 11
14 158 6
129 98 26
116 151 2
128 58 21
18 141 7
105 63 19
120 19 16
155 96 37
92 42 9
20 35 42
133 1 34
23 24 6
129 68 39
133 58 16
4 136 34
138 62 39
31 58 17
71 56 3
117 115 25
104 136 12
79 129 6
69 139 44
155 59 10
137 37 19
94 43 43
79 80 6
170 52 47
139 46 15
58 101 3
82 151 2
160 101 13
133 160 40
107 155 26
50 81 11
117 45 50
81 12 48
131 145 4
47 13 31
48 145 39
77 63 45
52 71 31
112 155 21
168 169 22
16 134 46
51 28 44
144 35 36
23 72 36
87 6 23
151 14 27
45 87 46
20 80 40
94 17 3
71 143 25
98 107 5
51 62 42
136 51 27
58 40 6
14 115 12
52 78 47
123 167 22
24 18 5
45 114 4
82 143 16
15 125 30
73 53 15
50 160 24
164 4 27
120 113 27
102 146 22
130 138 10
86 73 29
2 123 33
72 157 48
126 114 12
9 76 4
40 7 4
136 23 49
117 54 4
93 129 11
106 113 15
20 119 8
67 64 33
65 43 17
155 116 18
71 32 22
75 98 21
59 162 33
169 118 43
12 137 15
41 170 8
90 128 27
102 16 33
24 5 49
91 62 50
46 155 18
170 7 7
137 108 46
38 135 26
79 116 39
147 134 29
108 132 35
55 108 48
4 135 13
106 155 25
87 153 32
44 140 43
53 145 23
166 111 15
121 104 8
30 160 40
65 91 7
60 86 18
5 143 26
23 129 7
27 133 6
102 39 30
77 147 11
88 112 4
134 100 22
1 12 46
53 99 28
32 76 19
144 33 43
169 153 13
43 32 48
11 58 1
109 147 23
57 25 20
25 18 25
74 134 47
4 40 18
128 132 49
77 101 16
128 125 9
91 156 48
68 25 11
15 117 20
7 165 14
168 6 3
32 106 19
33 1 27
97 95 34
128 118 6
76 56 17
93 105 30
159 127 43
117 71 24
106 89 34
64 11 27
110 70 49
161 140 10
162 13 23
76 10 22
150 144 30
105 137 23
29 165 22
40 10 18
39 73 13
6 47 11
123 124 4
156 67 8
28 102 33
2 78 6
40 105 26
74 24 50
41 65 38
90 138 44
56 2 22
45 90 36
67 61 3
57 96 34
137 58 12
134 148 25
109 93 42
111 11 1
57 12 40
54 135 1
20 136 41
170 96 24
10 162 23
84 105 22
56 29 17
127 3 5
38 140 49
107 74 8
19 54 12
157 167 40
44 79 35
57 42 40
49 45 32
131 60 15
76 104 47
127 132 11
151 119 14
119 72 7
97 152 42
166 109 35
155 156 11
129 58 35
68 1 30
50 49 6
30 107 14
134 99 38
158 127 42
88 72 28
131 6 21
159 116 1
85 42 44
165 106 33
111 124 12
105 79 44
77 116 3
96 164 44
140 134 21
19 129 24
10 39 23
71 34 29
3 37 48
135 145 13
26 89 32
55 122 25
42 17 17
106 51 10
154 46 4
106 70 23
105 29 48
90 157 19
38 65 9
126 70 24
149 22 39
23 51 45
85 81 12
105 25 50
108 93 41
127 101 14
133 62 44
11 161 50
20 87 3
126 39 14
71 37 47
102 83 34
112 92 46
74 106 27
30 95 30
86 128 33
91 113 43
99 29 39
85 11 10
47 44 41
17 44 22
132 109 48
15 109 9
40 141 8
155 17 43
104 48 47
61 154 9
24 58 7
147 78 44
99 101 36
38 139 28
127 20 38
58 56 31
28 79 7
88 3 8
25 150 7
141 106 2
142 148 23
54 3 32
30 37 38
157 140 3
130 74 12
140 27 5
82 101 36
96 130 18
141 102 4
51 163 3
11 44 13
169 123 17
73 65 12
133 82 12
87 25 36
57 129 24
37 170 24
108 58 9
78 110 36
107 162 42
102 154 48
102 52 37
53 154 32
93 77 23
36 22 21
84 17 15
132 159 3
85 143 34
92 96 5
97 63 29
20 89 38
23 138 16
87 113 41
83 46 46
127 35 36
112 31 25
70 76 38
95 103 46
106 149 32
85 52 37
40 119 16
48 157 25
3 90 4
120 42 2
93 83 43
51 165 25
50 149 50
75 95 46
146 43 45
76 69 24
56 69 23
137 93 24
63 168 48
140 121 3
109 167 19
45 16 34
132 59 14
152 78 28
157 105 35
30 142 50
161 95 12
127 153 4
165 158 36
129 105 44
137 56 34
4 131 42
100 46 35
113 30 39
43 50 38
9 30 49
118 71 49
165 74 15
124 13 29
17 43 1
6 56 20
4 124 39
124 45 18
126 1 3
133 42 50
159 19 2
128 114 22
161 102 28
133 99 32
38 94 1
30 82 12
113 134 25
44 42 36
75 167 19
128 110 24
32 107 42
83 36 27
156 45 34
95 23 12
144 160 33
45 8 11
57 55 47
74 44 9
122 56 11
108 19 26
104 70 23
60 12 1
40 139 41
29 39 4
152 145 44
87 33 20
42 45 26
157 66 39
51 99 47
156 109 32
4 59 44
126 111 9
93 27 2
114 142 14
119 95 35
8 14 6
153 93 36
11 126 40
4 130 45
64 72 50
2 150 30
78 87 10
113 122 4
35 112 47
46 78 29
89 152 9
71 85 35
15 132 48
162 132 14
15 49 50
39 141 39
165 25 4
127 99 36
70 28 26
98 118 34
166 58 6
132 42 49
116 68 35
93 33 22
24 75 2
74 9 41
103 61 47
64 58 7
40 115 47
54 108 19
122 120 22
132 76 47
149 65 9
152 19 39
163 99 19
30 76 48
96 151 11
34 53 31
162 97 33
46 161 40
46 59 29
56 151 13
49 69 15
25 18 27
48 91 9
162 74 22
34 90 34
29 25 31
79 58 49
106 17 39
68 105 6
133 15 13
27 6 24
149 46 9
121 145 24
2 4 46
68 25 13
124 17 15
87 143 2
74 24 39
73 70 37
60 25 23
84 151 6
138 69 42
141 164 11
113 7 13
77 147 26
115 64 50
155 41 37
7 56 2
109 35 26
134 137 40
136 27 24
118 148 45
9 24 47
135 9 7
11 76 6
87 92 50
166 18 44
12 29 42
49 83 47
169 164 15
76 21 38
20 83 32
63 101 49
81 121 35
38 145 45
103 50 5
79 44 19
131 30 17
63 135 47
93 2 38
75 7 1
10 21 22
95 112 18
3 41 35
46 169 11
75 9 10
82 90 49
108 147 24
109 62 34
2 58 12
81 29 45
123 40 25
18 150 18
60 66 50
89 165 44
39 129 44
30 156 16
50 14 14
57 169 2
157 121 47
83 75 10
10 32 9
75 78 2
170 54 42
151 92 4
29 162 8
134 57 43
27 134 33
43 28 24
83 45 23
126 139 5
105 143 31
69 129 5
123 69 29
98 21 22
164 67 19
94 52 17
73 156 49
15 123 41
48 66 45
154 52 50
75 104 31
16 95 3
58 107 9
94 163 6
118 114 19
74 157 18
104 56 35
50 90 22
144 39 40
17 3 10
89 55 10
165 11 40
7 38 41
39 137 39
88 94 31
32 74 17
66 155 16
123 53 34
69 87 21
150 6 6
137 87 44
82 71 25
161 157 45
68 28 3
161 71 5
34 28 16
75 149 16
125 157 4
114 170 23
150 143 11
116 108 41
103 21 30
25 35 9
139 35 30
102 25 31
65 70 5
84 166 6
98 169 27
71 170 26
42 137 33
14 40 29
76 137 50
151 117 23
90 15 35
36 148 1
103 112 40
72 121 20
77 148 27
27 114 50
19 76 4
99 66 44
25 42 25
52 156 13
120 82 50
59 136 50
53 90 36
104 127 49
78 103 22
121 7 24
101 107 29
127 55 34
30 136 46
40 11 21
162 65 28
163 27 26
1 62 45
150 20 38
148 107 50
107 84 3
146 51 33
158 95 27
147 47 36
15 29 1
25 122 31
121 78 25
41 14 36
63 6 2
3 102 3
110 30 34
108 131 1
36 105 21
37 26 18
164 6 11
53 93 24
8 22 32
122 90 39
127 52 5
117 141 32
22 140 3
143 20 5
21 60 43
65 69 35
24 148 36
151 158 50
124 11 9
20 74 38
106 7 35
101 44 43
15 31 23
62 136 37
147 40 9
64 6 19
48 153 29
70 71 46
80 139 26
92 118 8
116 28 20
135 71 14
80 39 24
12 31 35
51 160 33
91 75 21
5 8 5
45 133 32
98 95 50
8 100 49
151 140 9
53 91 48
155 59 14
128 145 7
46 102 12
19 6 28
158 37 48
24 29 34
12 160 41
34 131 8
124 170 15
34 92 16
14 13 19
113 23 38
164 114 28
106 42 5
98 84 12
36 47 42
131 161 16
121 96 41
135 36 6
19 33 23
143 167 14
115 10 16
39 74 25
128 149 18
52 20 33
165 5 38
16 39 42
27 83 42
123 3 26
137 78 37
147 31 30
6 43 29
126 49 22
53 40 15
95 159 23
159 26 20
72 67 1
142 21 50
89 162 43
119 104 29
54 37 7
54 97 21
41 71 20
115 1 24
82 90 9
148 57 29
13 167 3
122 112 29
21 128 1
2 44 37
164 14 39
69 108 14
100 15 40
17 153 9
144 64 44
160 137 37
153 116 49
80 114 49
37 78 8
109 143 3
106 53 5
106 113 19
128 10 37
106 145 8
146 104 2
148 63 49
109 52 6
115 42 38
163 69 21
71 129 43
112 57 1
17 42 6
7 93 45
69 28 4
5 158 32
26 139 44
86 96 30
157 6 3
159 78 21
82 108 12
70 146 20
85 36 16
55 140 4
62 79 40
53 85 13
135 12 25
53 145 27
136 163 46
129 101 20
62 82 45
84 94 50
96 56 5
36 16 21
71 73 40
166 12 13
166 53 14
18 12 47
157 55 16
163 18 32
99 87 50
15 113 13
150 151 24
49 111 14
3 141 13
164 154 45
41 28 26
52 74 12
25 113 37
35 28 4
150 102 24
58 35 42
123 5 44
120 128 5
162 25 24
10 33 8
130 95 20
20 42 20
85 73 32
28 44 19
53 45 38
136 156 19
102 61 35
5 168 36
38 11 34
1 153 2
168 40 5
103 69 7
10 26 5
60 120 33
165 72 13
167 139 40
148 136 1
34 46 6
47 115 4
110 12 48
16 49 8
108 154 16
8 65 26
139 69 45
118 148 47
58 16 5
46 54 50
6 47 15
156 64 7
59 112 3
169 4 28
97 159 36
24 150 29
46 88 48
130 21 47
76 21 40
164 121 2
68 8 24
147 49 5
6 65 5
20 60 50
79 108 6
89 21 25
12 162 21
117 147 36
52 4 23
45 2 48
22 107 15
154 162 49
125 81 22
126 116 10
62 25 8
123 146 9
123 165 22
37 42 43
25 154 37
108 86 16
40 111 23
149 45 41
166 116 42
58 53 21
91 111 12
65 32 49
87 142 7
18 9 17
98 7 5
79 24 25
156 103 32
113 143 50
112 85 21
31 105 26
166 147 1
167 78 19
125 165 29
71 125 30
138 144 5
160 102 14
79 20 27
135 57 12
107 73 29
135 15 15
56 149 35
50 159 3
13 108 3
145 84 41
27 31 28
111 124 16
34 108 28
92 99 39
46 9 10
20 105 48
139 135 21
59 31 40
86 110 7
140 95 33
36 95 6
126 93 12
86 68 10
92 133 37
20 140 5
53 83 9
135 29 34
25 105 13
148 168 36
164 62 27
114 6 25
5 65 31
25 63 16
147 169 32
162 16 4
50 105 9
53 56 27
122 53 12
113 18 4
48 147 12
8 122 10
97 121 12
88 13 44
100 35 50
67 9 48
109 161 4
47 90 40
163 43 23
132 56 41
161 108 10
123 122 28
50 154 22
1 21 33
30 37 29
38 109 32
168 131 44
70 34 19
123 41 39
59 9 45
51 6 10
58 121 43
150 131 16
80 22 6
