125 6960
31 81 39
101 37 47
30 6 13
4 117 32
30 40 11
60 87 50
15 61 30
66 105 2
106 88 7
66 22 4
83 115 23
59 3 25
56 91 33
74 56 15
61 77 2
31 62 39
59 79 20
75 111 12
120 2 36
18 41 29
58 17 20
42 68 6
19 93 44
41 64 11
102 2 12
90 117 11
71 48 28
75 99 15
123 79 28
87 79 24
18 64 26
18 124 40
38 59 29
17 19 16
36 21 9
71 119 29
61 27 19
78 76 32
84 18 49
32 49 22
97 61 21
84 94 44
54 2 33
17 88 8
46 44 40
39 63 7
56 75 14
113 80 16
97 91 21
109 86 11
111 86 39
82 85 35
64 99 17
10 91 7
16 80 12
34 60 43
97 35 18
110 100 34
12 83 32
5 28 50
33 45 31
101 21 24
25 83 17
111 71 37
79 95 4
12 101 22
84 121 15
116 107 12
15 106 17
115 60 48
1 30 47
47 92 14
12 94 19
117 57 16
117 60 21
48 42 18
35 63 5
29 59 38
20 125 25
49 42 42
113 91 16
63 57 2
122 103 40
110 58 50
67 38 17
20 76 25
27 116 26
120 104 5
6 74 4
9 86 32
86 99 1
50 70 50
23 3 13
60 96 33
20 30 30
17 37 45
23 101 26
2 59 4
8 77 43
23 40 16
54 123 2
11 110 13
41 97 1
108 25 30
28 117 29
12 47 41
110 90 15
89 40 45
3 46 38
98 121 20
14 37 24
93 37 4
63 68 2
50 102 15
18 20 25
96 24 32
83 45 19
105 79 42
23 123 27
77 36 8
76 78 42
116 76 28
121 61 38
106 9 11
96 114 46
65 108 14
69 92 11
87 119 30
22 114 38
83 52 35
54 99 8
113 25 38
30 107 25
58 122 20
20 110 12
106 21 21
10 104 42
97 87 8
22 110 40
7 73 31
115 117 32
39 12 3
47 14 39
97 121 6
79 12 35
42 81 13
35 45 44
77 16 12
119 7 50
85 53 5
4 107 4
119 106 29
17 105 30
45 47 16
19 83 40
86 102 15
31 105 46
65 82 11
63 35 43
17 79 14
17 123 20
70 49 28
70 7 31
42 81 26
85 50 13
54 64 40
26 63 3
61 17 15
113 123 10
31 98 19
79 118 43
11 123 11
91 38 1
95 107 42
60 34 15
77 41 31
119 11 10
81 66 29
36 18 21
78 115 41
24 14 32
77 34 28
69 97 34
47 98 5
108 55 15
24 26 42
4 102 36
39 37 35
16 63 32
8 86 26
73 95 50
86 90 7
59 69 18
103 78 10
51 35 34
31 35 33
85 33 35
1 78 11
65 53 36
49 97 46
10 69 6
18 30 4
3 28 39
6 97 19
109 113 23
26 80 23
105 81 49
92 118 17
20 9 39
2 121 11
8 82 41
51 35 47
111 38 25
7 124 38
16 42 43
50 35 16
19 70 22
40 70 47
19 28 25
4 29 42
104 96 37
14 55 25
47 1 34
89 79 41
39 1 44
80 122 44
62 68 9
53 67 6
95 49 39
112 120 40
119 16 33
63 42 17
1 100 25
45 8 22
79 109 23
23 95 33
48 122 4
96 119 44
43 14 45
73 3 19
40 44 44
114 20 22
33 13 11
88 73 36
107 1 43
65 38 23
62 68 22
12 34 8
85 120 6
4 40 5
67 113 46
84 16 5
98 16 21
81 104 13
14 84 42
46 124 35
102 46 33
118 119 26
122 97 36
77 71 16
69 93 21
108 44 43
11 24 3
85 67 8
73 19 13
13 75 22
50 87 30
57 44 33
39 58 15
34 49 31
101 33 23
45 95 17
62 28 47
117 118 15
96 2 7
50 57 43
91 71 4
34 102 42
3 70 21
93 109 28
110 97 31
90 97 30
114 7 42
82 119 35
104 90 2
80 5 20
53 4 33
37 54 23
76 91 11
110 111 50
101 116 34
10 121 9
57 24 37
72 58 14
51 95 19
67 26 9
35 63 7
24 32 33
74 107 48
93 109 41
35 123 21
58 70 8
93 112 46
97 118 31
84 33 25
58 69 49
5 124 2
100 64 21
74 59 7
28 2 31
124 32 11
83 50 2
13 14 1
114 25 45
89 1 42
87 36 8
59 78 14
2 63 4
9 47 42
7 89 15
108 52 14
110 44 9
48 51 45
3 118 24
7 9 22
121 11 48
125 103 36
10 97 15
42 120 11
93 83 1
47 103 16
123 119 23
75 116 26
90 32 11
67 56 22
18 2 10
62 32 20
36 102 42
19 56 34
62 24 21
104 121 41
96 80 50
75 62 32
6 23 30
23 93 42
79 24 34
110 115 23
8 12 13
78 32 6
66 3 24
69 31 3
80 48 42
20 18 11
34 52 21
79 61 37
43 88 49
5 61 29
80 41 2
114 75 13
75 92 32
89 51 10
46 92 17
83 47 43
46 9 19
67 108 23
6 106 41
67 85 39
114 121 21
93 5 13
22 98 45
104 14 49
50 105 18
114 24 24
118 26 38
49 68 18
87 53 41
99 101 36
6 52 47
110 103 39
98 39 36
43 97 3
13 26 40
95 27 38
76 1 15
8 15 14
7 61 12
24 46 10
120 27 4
25 46 34
60 99 25
78 24 33
97 112 29
107 35 1
110 49 45
107 37 47
57 122 21
68 53 20
69 70 41
103 44 1
71 82 45
80 33 29
36 98 16
64 17 18
96 118 21
81 27 39
7 42 12
72 125 15
67 93 10
19 18 23
97 9 35
91 41 21
117 4 38
41 32 37
72 14 39
9 121 46
10 35 10
105 35 43
26 107 7
82 123 50
71 49 2
4 71 28
112 30 15
64 73 47
108 61 10
56 18 34
31 85 14
47 20 36
59 98 24
86 36 15
92 44 33
103 24 18
26 31 25
84 60 24
49 117 3
114 108 3
60 26 44
77 56 7
8 116 41
119 28 32
23 37 17
80 24 33
109 113 38
22 109 17
18 41 33
102 32 3
16 30 48
94 54 8
72 62 42
17 38 20
16 81 50
35 124 44
11 38 35
53 9 3
110 124 19
95 106 23
66 54 17
109 108 44
97 20 11
4 10 7
118 52 25
123 18 22
111 56 30
88 80 41
33 55 10
99 46 34
95 94 26
16 101 5
85 120 8
121 112 9
23 83 1
18 101 33
18 40 23
3 77 50
54 6 35
55 108 50
20 65 16
98 60 29
89 106 14
29 117 21
58 35 27
100 5 6
111 3 32
69 100 26
14 68 36
40 22 4
88 20 3
48 12 9
84 86 49
59 104 43
53 99 30
40 18 6
105 1 3
112 41 4
95 10 45
28 65 19
64 23 26
29 6 18
62 70 46
14 66 3
99 114 43
27 6 24
90 65 43
14 100 1
73 67 32
27 63 6
93 51 25
80 5 22
19 85 11
102 80 46
100 67 15
54 58 36
68 36 27
65 86 28
10 3 19
19 77 12
112 63 5
50 45 48
96 108 4
17 41 34
37 5 25
56 7 18
64 3 30
48 109 39
55 28 16
20 90 35
87 92 50
69 65 31
105 15 35
14 125 7
86 106 45
18 111 50
52 104 23
71 46 15
69 18 40
5 120 6
118 53 50
8 75 45
7 32 35
113 25 16
59 78 16
68 96 27
106 65 42
69 62 2
86 92 2
97 64 39
52 57 32
22 59 9
106 119 49
76 104 49
50 72 19
35 1 16
68 8 35
94 106 11
20 41 48
1 38 9
88 41 34
27 46 28
49 57 44
98 109 14
105 7 49
50 90 9
15 93 41
17 64 7
124 91 17
114 18 20
55 111 40
111 48 19
10 62 36
104 26 35
86 31 5
42 66 19
110 101 6
32 35 49
125 42 41
56 24 38
69 80 5
62 36 33
34 40 13
123 81 12
44 13 46
3 71 48
57 28 12
74 118 26
42 70 30
17 22 23
9 92 5
80 124 39
38 121 27
107 95 28
70 123 5
107 98 33
96 125 37
58 98 17
124 105 49
91 60 34
94 109 12
40 28 12
78 20 11
69 38 21
54 45 18
86 26 24
120 11 49
78 115 19
39 42 7
44 29 3
71 13 42
48 52 15
109 31 13
104 48 49
78 24 22
115 56 39
4 102 14
72 95 4
97 124 28
19 113 7
120 31 4
41 125 12
125 58 11
44 59 3
94 67 28
63 97 36
22 76 5
125 9 11
70 34 30
44 115 19
38 9 41
69 33 40
85 87 20
21 97 33
34 76 46
118 7 40
76 5 28
96 42 28
77 41 35
89 27 31
2 57 4
39 45 8
22 34 21
73 7 49
100 46 24
2 91 2
8 94 29
89 19 32
47 59 17
27 34 16
69 90 35
72 3 27
91 102 3
121 20 33
125 45 31
92 19 29
123 49 8
109 7 32
2 3 10
1 66 5
107 11 9
70 108 49
98 3 47
84 95 34
56 23 30
124 59 26
85 33 39
100 43 32
82 62 42
36 77 29
38 108 9
19 79 18
47 59 30
42 50 9
122 14 3
85 28 45
84 65 20
91 86 8
53 118 43
30 6 19
85 21 42
74 90 6
109 105 28
28 106 50
67 106 21
25 84 7
28 57 50
104 54 44
67 118 31
89 76 3
42 56 2
25 121 10
98 23 15
60 56 46
83 110 35
27 71 45
1 47 18
12 120 39
106 60 8
77 76 1
13 86 14
5 52 37
46 48 31
2 123 37
62 121 24
30 39 34
14 84 33
49 59 13
55 24 45
75 3 17
6 24 29
122 24 37
65 87 27
17 65 17
42 75 28
57 124 17
81 72 28
6 31 45
38 95 42
47 106 50
57 48 35
6 17 2
50 11 39
119 27 37
35 77 4
12 117 23
98 64 42
117 106 9
69 72 23
66 53 49
70 104 36
39 92 17
100 30 14
36 39 18
13 104 30
118 58 33
33 45 37
37 51 22
27 21 11
102 61 35
8 70 20
62 39 38
27 116 19
35 16 7
26 15 4
98 6 50
25 75 24
52 35 33
64 38 26
49 20 30
16 79 35
60 108 36
56 2 26
122 62 8
53 26 38
69 118 44
112 10 9
99 81 2
75 55 7
44 68 25
73 27 32
73 119 35
14 69 6
42 124 13
122 91 12
9 37 1
45 112 41
19 107 27
124 73 29
14 25 20
124 117 35
55 99 32
110 13 3
15 77 35
100 101 41
74 77 14
111 112 6
8 49 44
79 93 17
78 21 23
107 54 16
92 39 25
112 99 40
86 75 13
20 106 7
42 5 11
50 34 8
38 91 29
13 1 25
112 111 50
104 114 42
7 45 46
78 29 5
35 80 31
82 99 5
56 20 42
105 13 44
78 124 13
31 66 47
96 91 41
52 80 7
103 70 32
74 50 15
3 57 7
61 48 18
60 111 13
124 86 38
65 96 23
121 7 13
108 72 43
102 48 17
21 102 16
34 39 32
116 17 46
85 30 27
47 44 45
46 80 24
28 93 17
61 39 26
63 25 41
4 19 18
36 41 25
81 51 37
97 105 17
78 103 24
40 50 15
19 113 9
6 87 8
17 93 39
76 81 12
25 35 24
16 56 9
81 25 21
116 82 3
115 51 47
58 109 46
19 64 9
4 46 13
76 77 14
24 49 19
33 100 28
73 23 19
47 18 5
106 29 42
64 66 22
63 85 4
42 103 33
63 1 47
35 83 8
94 50 39
80 93 20
101 74 32
13 41 42
12 84 35
31 70 20
53 8 39
99 70 6
68 124 25
8 93 35
112 84 13
32 61 25
93 67 39
32 80 38
17 103 43
52 2 32
3 85 14
2 87 6
37 25 37
83 66 5
96 64 31
100 115 18
20 51 29
86 39 48
97 62 50
36 40 28
69 2 45
120 113 7
5 11 12
93 71 50
80 9 39
68 121 33
113 8 25
6 2 17
107 121 4
46 60 17
116 35 38
119 107 23
85 105 1
121 77 30
95 49 32
27 29 37
76 64 47
75 106 13
123 67 13
45 91 50
64 77 35
79 68 15
121 5 46
5 109 8
123 76 18
96 52 47
111 15 20
37 90 7
107 59 41
112 25 38
125 102 41
37 41 7
4 56 6
79 75 31
43 102 43
112 59 36
45 114 10
6 50 47
87 86 35
35 5 33
88 4 50
25 26 17
105 43 18
90 77 31
71 8 48
47 118 49
70 86 35
74 112 22
125 76 1
65 98 16
96 21 50
125 120 7
105 54 5
118 43 37
52 35 9
40 105 6
79 51 37
97 3 24
8 96 25
58 88 42
72 47 20
118 35 38
102 61 24
43 113 6
12 41 30
107 46 34
106 108 40
45 44 21
78 6 38
25 21 36
26 78 49
35 70 3
118 107 35
10 123 48
104 87 47
61 26 17
43 18 11
103 35 11
88 103 18
73 32 15
113 49 14
50 75 39
16 114 18
103 111 6
86 125 49
84 67 16
38 103 39
8 114 28
105 83 22
64 45 31
67 14 5
101 99 36
98 123 48
100 75 1
116 7 18
20 49 38
24 55 23
9 123 30
37 58 40
25 96 48
40 12 33
26 10 12
55 62 18
56 120 20
25 89 45
103 18 20
9 115 31
32 47 37
119 8 15
15 75 15
68 103 34
109 58 27
72 65 36
119 125 11
61 97 31
44 86 44
95 109 17
40 93 35
109 50 28
13 92 48
55 9 20
9 120 1
17 34 11
92 99 28
104 80 33
68 49 40
25 70 45
13 1 14
67 41 13
63 40 19
9 115 44
50 14 18
19 7 27
35 99 33
82 118 7
108 84 29
66 121 9
71 20 16
48 112 44
58 80 18
51 25 36
61 14 9
109 50 41
122 114 11
19 21 46
60 35 44
31 59 33
35 84 31
73 54 5
102 65 10
95 85 23
18 15 39
70 42 7
20 6 7
49 38 11
113 13 36
69 38 12
95 46 31
4 30 45
79 8 32
45 47 11
8 37 49
111 35 30
97 33 9
77 72 23
36 49 13
14 17 36
38 121 31
4 26 47
20 52 15
115 37 17
95 34 34
51 17 50
86 119 34
28 47 11
65 96 25
9 77 7
26 111 39
49 79 25
99 71 42
51 96 50
30 120 29
28 81 9
10 114 41
14 5 39
93 91 22
90 95 32
9 73 9
2 37 40
73 65 5
41 37 11
35 72 47
29 11 34
94 97 19
32 39 13
109 91 4
54 33 25
5 37 41
53 32 35
81 108 21
122 67 46
28 39 25
57 117 20
64 112 19
118 97 45
69 97 29
74 124 36
118 71 29
14 33 6
53 20 38
37 26 22
104 64 10
120 114 19
99 116 3
3 97 13
84 54 24
48 81 36
101 106 23
112 30 8
10 69 1
48 99 26
71 26 11
94 87 44
21 78 37
101 6 21
41 36 41
82 116 40
124 45 11
111 85 11
113 4 16
4 22 21
62 11 9
55 90 27
96 45 20
15 24 24
100 73 23
33 95 49
115 10 7
107 52 14
116 104 19
48 65 41
33 88 46
13 108 47
118 94 2
111 73 14
58 22 11
47 40 21
70 94 10
77 68 10
13 59 47
2 10 30
85 28 49
86 78 18
111 8 6
76 11 38
106 118 4
44 122 35
31 99 39
102 2 9
75 22 21
14 1 26
118 36 10
2 55 15
90 33 14
82 36 6
107 82 27
99 85 19
2 111 31
65 22 10
90 6 32
46 71 19
39 16 37
108 109 46
49 81 5
21 81 14
111 79 20
92 29 50
89 99 4
59 9 28
102 122 23
61 99 13
85 9 25
80 7 48
62 33 36
65 61 15
48 34 20
37 22 9
81 53 19
85 78 17
113 114 11
20 65 22
30 106 41
12 11 5
11 21 50
124 17 8
57 39 34
45 49 17
36 115 4
54 1 47
65 93 24
37 70 26
47 4 6
20 118 6
11 49 4
69 95 38
66 64 27
22 92 45
57 108 26
102 73 36
69 88 35
107 58 46
68 96 7
17 18 43
65 120 19
124 46 12
38 99 30
114 56 50
36 45 29
31 95 13
120 77 7
3 35 8
68 47 7
40 108 26
22 122 8
60 6 16
121 119 14
44 56 6
110 16 50
68 103 23
95 33 11
97 71 35
76 74 15
4 1 17
91 84 8
1 52 45
48 90 32
46 10 11
33 14 31
56 108 12
31 34 16
36 121 37
88 106 8
94 89 37
33 28 50
84 51 23
82 44 47
34 112 17
25 117 1
48 71 32
96 107 27
112 65 33
110 25 4
31 44 37
121 98 25
71 83 24
14 71 19
67 51 23
41 1 7
8 102 46
110 39 23
120 34 13
98 90 7
91 69 19
66 87 13
25 12 42
101 27 3
95 97 22
63 116 16
96 31 45
69 34 3
108 1 33
6 15 26
83 109 14
109 34 35
27 92 42
102 53 2
51 101 33
117 65 41
34 82 16
30 53 28
43 118 44
75 119 22
10 92 42
26 123 38
90 98 26
82 18 20
106 24 6
22 14 46
56 95 45
120 3 43
3 89 44
90 8 25
107 79 26
118 125 12
21 49 9
65 74 9
12 89 7
79 98 48
101 107 22
124 120 40
57 15 25
20 123 18
70 95 33
49 120 1
98 31 32
108 106 45
125 94 48
107 86 42
50 105 26
86 104 34
98 85 39
15 92 13
97 93 11
54 40 30
91 48 43
89 115 16
24 42 7
112 20 6
11 40 10
70 125 33
65 77 27
85 101 32
41 125 18
89 107 17
53 73 38
73 37 29
121 32 23
122 89 36
107 71 40
75 68 46
29 38 31
49 120 14
115 85 49
70 37 41
113 5 28
34 118 49
86 104 47
45 62 24
48 35 30
59 99 2
40 15 38
118 108 34
24 2 32
46 33 50
25 57 29
29 102 29
117 80 28
77 40 45
18 37 4
125 114 16
41 2 45
33 46 38
40 86 39
26 24 4
44 96 25
84 69 11
45 87 30
93 67 43
80 43 28
67 118 11
69 32 36
55 71 16
57 28 47
103 27 18
94 114 41
121 12 40
117 19 31
96 41 24
53 88 49
79 87 19
113 8 29
46 83 5
67 23 16
103 96 10
11 91 28
97 38 47
63 73 24
40 21 44
31 1 28
47 74 21
107 75 13
52 103 37
112 101 24
99 55 21
19 32 33
6 73 22
58 52 13
87 10 31
102 44 8
87 67 13
51 92 39
91 16 39
5 67 15
124 77 35
97 115 14
99 53 32
70 33 15
121 74 5
34 75 31
123 52 15
25 19 5
108 97 38
46 71 21
21 63 26
39 109 1
51 22 37
71 80 36
55 5 38
12 30 7
11 114 38
120 115 46
24 10 16
33 87 14
119 11 49
7 40 3
114 61 33
106 64 25
51 27 7
86 42 29
18 66 47
18 107 48
95 20 48
10 3 1
122 32 25
49 46 26
106 40 18
118 21 23
102 66 22
113 56 8
75 89 39
14 109 45
114 49 36
5 92 34
105 107 20
33 45 30
69 35 26
21 118 32
4 101 8
13 115 37
5 43 34
123 96 47
8 50 34
60 17 19
